ID,LOSS,RMSE,R2,R2adj,PR
1,145.546016906523,0.853070972740612,0.904338289100313,0.903613579169255,0.970022530247271
2,160.062221849769,0.894601089452077,0.893188375409656,0.892379196435487,0.965111160057598
3,187.049674001503,0.967082400836411,0.848366107474855,0.847217365864816,0.964001628581497
4,101.160584310193,0.711198229434638,0.931501913308571,0.930982988409393,0.971116254541839
5,130.276437644078,0.807082516363966,0.909148509564586,0.908460240697651,0.965277030070783
6,178.220835989915,0.943983146009278,0.870123820018962,0.86913990956456,0.963744772691363
7,116.825542242246,0.764282481292899,0.918751506544643,0.91813598765483,0.971230850287363
8,195.196275178426,0.987917696922235,0.864446376598418,0.863419455209012,0.966910605846908
9,186.943129247978,0.966806933280834,0.860983162209549,0.859930004347501,0.969292515992183
10,395.590386636429,1.40639679080341,0.699097492224324,0.696817927771478,0.961425588296083
11,257.143373823338,1.13389455820049,0.832977098506462,0.831711773495148,0.969925460442912
12,105.153538062246,0.725098400433508,0.914504319845851,0.913856625299229,0.960761845998444
13,191.209632386767,0.977777153513945,0.862510915932851,0.861469331962645,0.96650751583721
14,139.576321379656,0.835393085258837,0.909905567491612,0.909223033912003,0.971591558357307
15,186.173943989355,0.964815899509734,0.87858089355137,0.87766105183585,0.963790587073774
16,138.789786293574,0.833035972493308,0.903389945169673,0.902658050814898,0.968732856908593
17,281.260234486743,1.18587569855939,0.793315602767547,0.791749811879423,0.968734960014811
18,151.821923049254,0.871268968371003,0.894939826085382,0.894143915676938,0.965624552057041
19,180.726046959409,0.95059467429449,0.887808619297456,0.886958684595164,0.971168834098772
20,200.154856167774,1.00038706550958,0.856217302801173,0.855128039943606,0.965910897838251
21,124.486305852953,0.788943299144346,0.914017455553924,0.913366072641454,0.970041756051392
22,180.594035065319,0.950247428476709,0.862372335496558,0.861329701674562,0.963946457081357
23,273.494013250093,1.16938875753552,0.809980139903229,0.808540595508556,0.966850926174127
24,229.785495345251,1.07188034627297,0.848799783923206,0.847654327740806,0.967359142409647
25,225.573695959429,1.06201152526568,0.832292838901969,0.831022330105772,0.96671949029675
26,142.491577523825,0.844072205216548,0.898179589311599,0.897408222563959,0.965315803859709
27,120.268699219075,0.775463407321955,0.91245228264526,0.911789042362269,0.964796051744344
28,100.374785098548,0.708430607394077,0.927340554808684,0.926790104466326,0.968385996394066
29,130.007667478777,0.806249550321665,0.895849986177436,0.895060970921205,0.968173407026623
30,270.878003307301,1.16378263285568,0.819747377534159,0.818381827363964,0.968174698349225
31,161.666167537836,0.89907220938542,0.87738341876255,0.876454505268327,0.961040710836035
32,199.057506258662,0.997640983166443,0.862532966451835,0.861491549531015,0.967566283243707
33,163.591313430919,0.904409512972191,0.886778049384758,0.885920307334643,0.96855584755868
34,163.928513770529,0.905341133966994,0.89170498070643,0.8908845638936,0.968138629217701
35,159.023780741217,0.891694400400767,0.894259830377061,0.893458768485978,0.96700227868361
36,406.033128839973,1.42483881341009,0.693503360932586,0.691181416697227,0.966021487530745
37,236.404918510869,1.08720954399524,0.821763877506886,0.820413603851635,0.966929746440881
38,104.987774058702,0.724526652576365,0.926196010296501,0.925636889162384,0.966926723607176
39,125.803717776194,0.79310692146833,0.908109819983848,0.907413682256453,0.963656233936675
40,121.053006555935,0.777987810174219,0.916230706583375,0.915596090724158,0.965865542126456
41,113.107409391236,0.752021972389225,0.918983394583463,0.918369632421216,0.971437385556703
42,132.021188862252,0.812469042063302,0.905630409603871,0.904915488464507,0.968867176958906
43,140.081670092422,0.836904027031841,0.913541564728671,0.912886576582676,0.967328958978158
44,124.621054138862,0.789370173425819,0.916832643594195,0.916202587863848,0.967431960857553
45,188.051048562158,0.969667593977849,0.869833826421712,0.868847719046119,0.967758713317855
46,259.568177840046,1.13922819891373,0.807446938919802,0.805988203608589,0.963648710455979
47,268.388555733566,1.15842253891567,0.781846399458288,0.780193720666306,0.960190649707218
48,118.697190459174,0.770380394542769,0.910590663693795,0.909913320236929,0.96824155754926
49,172.374853246705,0.928371836191471,0.888024868215216,0.887176571762301,0.968326721362452
50,138.567866137695,0.832369707935408,0.903578454569671,0.902847988316411,0.969213153162949
51,215.992421877537,1.03921225425208,0.842160066933256,0.840964309864568,0.963073871576402
52,89.4347669232936,0.66871057612129,0.945141575305433,0.944725981178959,0.973789814052482
53,163.91543725114,0.905305023876317,0.878021965908617,0.877097889892774,0.966756478152779
54,252.749555870178,1.12416537010837,0.822807277817006,0.821464908709559,0.96588407698121
55,123.53035212196,0.785908239306472,0.910154755261527,0.909474109468054,0.966811970194077
56,210.900230914987,1.02688906634307,0.83207018570831,0.830797990145494,0.963277413034412
57,126.697776382472,0.795920147949754,0.920669022330644,0.920068030075573,0.967658926189171
58,125.822157310456,0.793165043702934,0.90637033837791,0.905661022759561,0.968769528217834
59,115.924276235522,0.761328694571279,0.920584831029136,0.919983200961175,0.970118147916854
60,298.117974326498,1.22089715849964,0.793497930046013,0.791933520425149,0.971545044501627
61,115.335194637783,0.759391844299711,0.926752160424132,0.926197252548557,0.972289842656251
62,319.012744906258,1.26295832256306,0.775060109367893,0.773356019287347,0.96901482961723
63,158.979591126805,0.891570499531038,0.887765772326785,0.88691551302623,0.966404616385849
64,237.909080513603,1.09066282716888,0.81527135371867,0.813871894277145,0.959838280213287
65,113.613558104764,0.753702720257676,0.92179770717521,0.921205265562901,0.967757898464886
66,145.818610402425,0.853869458413945,0.903599274111735,0.902868965582278,0.969455660556168
67,159.3159329165,0.892513117316772,0.878098015564566,0.87717451568248,0.962135147071129
68,133.263350381142,0.816282274648733,0.905666502812006,0.904951855106036,0.96311045685109
69,419.628867106616,1.44849726804474,0.67014258736074,0.667643667568019,0.964416105419407
70,336.403328952353,1.29692584397172,0.766833899407163,0.765067489554187,0.963317538411153
71,331.716091446948,1.28785886541761,0.776318247967935,0.77462368924042,0.97151918301177
72,156.550743005869,0.884733697238522,0.896089383477759,0.895302181837439,0.965814477510686
73,141.635126539643,0.841531718177166,0.89878443159823,0.898017646989125,0.969638299717812
74,148.27274950051,0.861024823975797,0.894384206099285,0.893584086448522,0.967632078136695
75,203.357904315184,1.00835981751353,0.845939174980854,0.844772047518587,0.968146171067103
76,116.68796849297,0.76383233923738,0.922107454062057,0.921517359017072,0.970326299140253
