ID,MLR,ANN,GWR,GWANN,AGWNN
166,2.12033016,2.012022962,1.186467249,1.028047001,0.917055943
167,2.009258482,1.901254917,1.074862144,0.922485471,0.79099388
168,2.093920479,1.971517082,1.401292076,1.277750763,1.040762473
169,2.05312864,1.933544797,1.218036394,1.089154814,0.867656725
170,2.128063953,2.009236727,1.246917807,1.128385509,0.911933487
171,1.977612349,1.864591167,1.194870535,1.00975476,0.808538273
172,2.04131133,1.919138039,1.171454827,1.025171038,0.844857006
173,2.002805651,1.882436196,1.20965442,1.077913808,0.876648193
174,1.982375504,1.854212888,1.276512289,1.121649021,0.967311319
175,2.128854924,1.997384653,1.387442897,1.276371806,1.040072634
176,1.932775368,1.82084957,1.077871028,0.902266424,0.734176744
177,2.111272692,1.988372193,1.277767441,1.129676204,0.880416654
178,2.146588848,2.021227362,1.197474106,1.058365984,0.813192595
179,2.242873062,2.127666609,1.667964998,1.514385078,1.295798262
180,2.230328451,2.119800976,1.522614729,1.392012228,1.179992454
181,2.294693762,2.166911872,1.595882218,1.47029902,1.209166463
182,2.237284816,2.115084453,1.526926251,1.375952988,1.205599972
183,2.017965965,1.89786091,1.134037094,1.012461,0.829800417
184,2.16985912,2.059526024,1.498670613,1.368299973,1.172971415
185,2.094594787,1.981621946,1.342961045,1.217418222,0.96296507
186,2.127170586,2.004946356,1.26030824,1.136599596,0.980820366
187,1.917656791,1.80734734,1.186191921,1.039572943,0.819729677
188,2.080038123,1.954091625,1.081296028,0.955747576,0.725277974
189,2.068741618,1.952573999,1.250491339,1.121613865,0.871738441
190,2.100392752,1.977246183,1.077778445,0.924419153,0.707710345
191,2.087326696,1.968934606,1.068521662,0.912312638,0.715584195
192,2.137134878,2.000275954,1.592261869,1.439972257,1.26955334
193,2.053913651,1.927853069,1.096046854,0.977563081,0.774874599
194,2.176721732,2.046147074,1.135928158,1.015502363,0.768078809
195,2.059866751,1.951215211,1.189614138,1.057734328,0.870890775
196,1.993826109,1.878368755,1.100466512,0.955983104,0.761971973
197,2.019569828,1.896462171,1.200472716,1.065839371,0.892048532
198,1.983636222,1.861474937,1.209829798,1.075426597,0.889342179
199,2.159420676,2.032544311,1.505131771,1.365573169,1.205120733
200,2.166992098,2.045488798,1.468916463,1.328249267,1.127540626
201,2.347130793,2.223798817,1.909649876,1.760458229,1.567645075
202,2.087506243,1.959143274,1.430299029,1.288759534,1.144958985
203,2.039297776,1.91907301,1.152983445,1.025451059,0.847319877
204,2.113549831,2.006091139,1.147532132,1.010361269,0.803648024
205,2.029810996,1.897773876,1.133552082,1.004008854,0.746310948
206,2.235294564,2.113289025,1.585092176,1.426168823,1.20116824
207,2.006790301,1.903922197,1.115689415,0.995525586,0.77876746
208,2.155449242,2.032983477,1.481328954,1.368779372,1.107986017
209,2.154158446,2.032529886,1.481657357,1.344840255,1.138720573
210,2.036804195,1.923133809,1.108601129,0.983323091,0.759161611
211,2.127855405,2.002376748,1.333181553,1.192644524,1.010170846
212,2.051082713,1.943510683,1.094726792,0.975688599,0.75332764
213,1.97029775,1.848210576,1.178045515,1.049574415,0.804931301
214,2.317351478,2.200824511,1.563890569,1.401732526,1.203311776
215,1.954368084,1.842314949,1.092446486,0.949103031,0.738850068
216,2.058761179,1.938979336,1.366852961,1.235376449,0.966912022
217,2.20432592,2.082985719,1.550865224,1.393869044,1.229070849
218,2.129096039,2.006462479,1.438857217,1.283892538,1.078742553
219,2.179276008,2.054288106,1.555480099,1.412673274,1.244115891
220,2.054060575,1.932545924,1.099943151,0.955372703,0.718318061
221,2.118325688,1.988600398,1.114207165,0.99046621,0.806821105
222,2.191504931,2.071936437,1.334978752,1.179769206,0.969152064
223,2.099073909,1.982732716,1.384801225,1.236549616,1.040473621
224,2.013383771,1.887536362,1.026579208,0.895432153,0.725505138
225,2.032121899,1.924066386,1.175603531,1.035910177,0.887112467
226,2.013907351,1.910419942,1.137749242,0.990309791,0.720341315
227,2.10035964,1.987888153,1.334920942,1.197915088,0.995539552
228,2.189871457,2.07644152,1.278274488,1.104137482,0.877710931
229,2.167612587,2.046837997,1.609064078,1.45354042,1.257135604
230,2.068902909,1.948170906,1.070809053,0.932044874,0.782814524
231,2.018539647,1.89911415,1.190695983,1.043082119,0.87241105
232,2.022258548,1.896196283,1.215840654,1.079769612,0.85800933
233,2.177539405,2.055830374,1.247377633,1.15496406,0.910570088
234,2.076304021,1.945904095,1.199067555,1.061015434,0.851509762
235,2.217484833,2.10057724,1.54487359,1.399592401,1.165489325
236,2.01132775,1.893348797,1.118838227,0.967129529,0.742446211
237,2.211100765,2.092108946,1.723450374,1.580713029,1.385189337
238,2.134572601,2.016028374,1.509143732,1.37878592,1.119431364
239,2.126625841,1.990718492,1.199982944,1.098318807,0.908480498
240,2.300711943,2.179496157,1.667058913,1.526518654,1.29543434
241,2.013752479,1.895986946,1.127861176,1.022504704,0.847653836
242,2.156532746,2.039658066,1.286531978,1.159444732,0.967618276
243,2.138662102,2.017148428,1.390156102,1.243800943,1.050461439
244,2.099869241,1.970524062,1.122390302,0.956002294,0.803660225
245,2.176081993,2.05335549,1.509839285,1.363948545,1.163203473
246,2.253919042,2.13773922,1.464871468,1.344145801,1.098068952
247,2.236580199,2.112638626,1.386029214,1.238417483,1.001065651
248,2.136705336,2.020950906,1.117191471,0.981976366,0.772999488
249,1.96909029,1.853503002,1.055055337,0.929529784,0.767149139
250,2.132252122,2.012250749,1.114584103,0.99357428,0.753817566
251,2.070357376,1.953746449,1.095997564,0.96171861,0.726810659
252,2.119041822,1.998749109,1.214349198,1.075816442,0.905287928
253,2.116622995,2.007010898,1.103585346,0.974097417,0.744924861
254,1.989015637,1.875898258,1.164957071,1.033261675,0.882294578
255,2.060700852,1.951033815,1.064479166,0.933085608,0.710660895
256,1.992549297,1.86514691,1.277106389,1.147930381,0.937608102
257,1.981653726,1.866440353,1.078602455,0.930640272,0.746111759
258,1.942378939,1.825244858,1.055863914,0.93217174,0.72195984
259,1.909200468,1.795438006,1.035819235,0.883087323,0.71576944
260,2.171447834,2.05878765,1.253868478,1.12717256,0.92382473
261,2.081393445,1.952694056,1.076851867,0.912139705,0.684849866
262,2.200282289,2.07256152,1.457164605,1.327353774,1.086370136
263,2.116329888,1.992655608,1.113613092,0.975480837,0.773932297
264,2.134944853,2.009623318,1.573484867,1.424758443,1.1574737
265,2.118641995,2.005046718,1.166624178,1.0367481,0.79541825
266,2.077308609,1.955719641,1.098999921,0.90364363,0.754187412
267,2.111874721,2.000426993,1.435491894,1.294277156,1.099012621
268,2.062638679,1.94294186,1.085301978,0.935246394,0.648386671
269,2.268434906,2.147665726,1.758336916,1.606137158,1.424125197
270,2.099931979,1.981664008,1.064762643,0.906126827,0.701295018
271,2.228003148,2.103784781,1.448666357,1.313535313,1.068130587
272,2.048840637,1.934519302,1.192532699,1.071921311,0.831578864
273,2.116264892,2.006586491,1.098832936,0.958469124,0.8019648
274,2.05616749,1.938197267,1.166871704,1.01123813,0.891109033
275,2.101078417,1.985147172,1.115379224,0.941169712,0.738469188
276,2.071326417,1.948542654,1.398326286,1.276173464,1.060616919
277,2.131482257,2.011410591,1.473625804,1.346753977,1.111161725
278,2.282579035,2.166467769,1.643784456,1.508240341,1.311947969
279,2.167565619,2.052515467,1.38342354,1.236833862,1.034253284
280,2.152489191,2.040335019,1.252460378,1.130244104,0.940542913
281,2.11498476,2.000304828,1.203723124,1.086615993,0.843582122
282,1.999115626,1.87887085,1.194923674,1.061940941,0.867892062
283,2.034526207,1.914899574,1.069009994,0.928414571,0.721983303
284,2.050596234,1.919412927,1.144281351,1.007497298,0.791353597
285,1.992955241,1.862365365,1.069901851,0.930512863,0.724700888
286,2.18340373,2.057288427,1.324247921,1.191507966,0.924605372
287,2.048559247,1.943558422,1.098691459,0.981744667,0.814755944
288,1.944523284,1.826164419,1.057447657,0.939878202,0.744869925
289,2.045743504,1.925593628,1.082892752,0.979765832,0.772514109
290,2.187503939,2.066016096,1.598034387,1.459060035,1.258944995
291,1.98245086,1.86302642,1.341567108,1.21164975,0.951604319
292,2.066835687,1.948086464,1.294337015,1.165376989,0.967599032
293,2.136091724,2.017495119,1.389310544,1.224913812,1.08510824
294,2.077680158,1.955590781,1.301856408,1.159977761,0.957085982
295,2.045648712,1.927927874,1.126793858,1.01242045,0.813824664
296,2.182661383,2.067637673,1.541018497,1.420534336,1.221798839
297,2.141541541,2.016325032,1.362592325,1.215724969,0.985173631
298,2.109391327,1.989593857,1.544775038,1.408674309,1.178247006
299,2.170907458,2.043572906,1.096978114,0.988537243,0.682544632
300,2.071134094,1.945947638,1.21652071,1.092602533,0.885585882
301,2.069354064,1.947808753,1.261782017,1.105682267,0.923896848
302,2.083515348,1.96857732,1.371853454,1.207989117,1.022378073
303,2.104319659,1.976933912,1.13434509,0.99961608,0.754055907
304,2.012956148,1.906529951,1.166721367,1.040113533,0.828475546
305,2.005446429,1.882448227,1.077961797,0.93093147,0.729535299
306,2.104251087,1.984435355,1.221617782,1.075267806,0.871115383
307,2.131927097,2.006807342,1.219079015,1.088213198,0.93610903
308,2.107947341,1.988112954,1.262679717,1.116413324,0.905335222
309,2.010660371,1.886002824,1.066182023,0.952115707,0.73599325
310,2.190290174,2.075290678,1.487712259,1.345149582,1.172998845
311,2.07850705,1.958522114,1.181683417,1.044499057,0.835928602
312,2.044355966,1.91835047,1.048709818,0.914320576,0.715821683
313,2.060107894,1.944808904,1.252505141,1.100790819,0.903362218
314,2.177276798,2.058312455,1.473837251,1.340839003,1.122950216
315,2.06680704,1.953739193,1.184325371,1.054464174,0.8263933
316,2.098105128,1.973188022,1.119600552,1.012290108,0.79341795
317,2.042653091,1.918532666,1.09432986,0.986423725,0.70724624
318,2.082619763,1.963080803,1.207981848,1.064439056,0.904968686
319,2.133410326,2.01115643,1.411820925,1.268110517,1.027836562
320,2.054894438,1.928239637,1.078038524,0.93457683,0.722348612
321,1.955717708,1.834437349,1.26024793,1.144326882,0.895382325
322,2.113173419,1.988299405,1.395546437,1.254689697,1.019370694
323,2.300762451,2.174311725,1.615199883,1.498539093,1.288568851
324,2.176360846,2.051215907,1.554562875,1.398075324,1.241184295
325,2.039890898,1.928545213,1.048687568,0.934743419,0.745518114
326,2.033000201,1.908941793,1.131280232,1.002002801,0.813149578
327,2.088127392,1.97352371,1.180605583,1.063872577,0.856846244
328,2.01462575,1.892736038,1.093455569,0.964236511,0.730379979
329,2.113416117,1.990939907,1.2736953,1.159182143,0.996313325
330,2.095113043,1.982588231,1.14270994,0.99840783,0.789516965
331,2.243541849,2.128986709,1.50227138,1.374924844,1.181981694
332,2.096355356,1.986588442,1.133669753,0.992420659,0.809993781
333,2.068213233,1.942370175,1.277525736,1.172921471,0.971121769
334,2.004336765,1.899933264,1.13666543,1.024873791,0.800993946
335,2.138417121,2.011000998,1.189058774,1.024977772,0.862868101
336,2.137466082,2.020875926,1.415192133,1.252596704,1.036824783
337,2.010981258,1.889473474,1.339151691,1.208712562,0.990354199
338,2.191849219,2.073152531,1.581586064,1.421506362,1.287542425
339,2.028982703,1.90919889,1.07795355,0.946282774,0.78892618
340,1.98681227,1.88153394,1.092857619,0.947418779,0.737938721
341,2.00628344,1.875569207,1.093194337,0.985217838,0.755840352
342,2.13740131,2.020005125,1.114819773,1.024243986,0.825099316
343,2.108398257,1.986250343,1.089648526,0.965570329,0.724981867
344,2.156217322,2.032355035,1.357246263,1.219438565,0.983533896
345,2.056220585,1.934758756,1.207907729,1.096562447,0.845753127
346,2.140253178,2.020223826,1.451987234,1.30095841,1.122094754
347,2.044809756,1.924452398,1.127046931,0.992379004,0.790578962
348,2.112460786,1.996719409,1.11019846,0.955182011,0.766329472
349,2.081962318,1.974323033,1.188865086,1.03805976,0.843587244
350,2.195525336,2.068897047,1.514729245,1.364867088,1.15975544
351,1.946761708,1.821330904,1.094007957,0.942055914,0.736082443
352,1.988382656,1.879135852,1.099370238,0.963263029,0.780127631
353,1.921633434,1.801919632,1.151789409,1.060026605,0.828307448
354,1.970426052,1.848651842,1.156092049,1.0269368,0.800574418
355,2.064169622,1.953760478,1.42461953,1.300987162,1.074231498
356,2.060623955,1.944523574,1.17521657,1.038717121,0.852421636
357,2.01303885,1.897797943,1.108743257,0.947821509,0.796123494
358,2.075508448,1.95162901,1.144761914,0.961552876,0.786551646
359,2.140057976,2.029561753,1.401739187,1.25245523,1.064283856
360,2.106513444,2.003858376,1.117145295,0.982438675,0.807419255
361,1.971333849,1.856578174,1.103016054,0.965483892,0.766311591
362,2.032418358,1.922192671,1.166822095,1.003455809,0.796332786
363,2.084568358,1.967045986,1.268310086,1.114140209,0.943780623
364,2.008168885,1.88422322,1.166252522,1.010516336,0.776699377
365,2.080230816,1.957997987,1.099216332,0.993535626,0.807175477
366,1.983749933,1.870756936,1.132571982,1.020168415,0.804837937
367,2.085747093,1.97626504,1.519972623,1.383644856,1.189252707
368,2.068274687,1.956294363,1.168341904,1.038921512,0.812272803
369,2.183405797,2.071537738,1.216985645,1.071544507,0.818636997
370,2.126254359,2.00913461,1.041564157,0.914386454,0.691046933
371,1.976687941,1.865377406,1.141427066,1.001782328,0.829228371
372,2.199430792,2.084725625,1.338169721,1.227370757,1.035496433
373,1.984271162,1.864256262,1.103433842,0.970351341,0.772262133
374,2.001154888,1.88262046,1.101818231,0.978652046,0.759284362
375,2.192347182,2.068937542,1.481013105,1.347903338,1.16860134
376,2.179893858,2.055908934,1.557529901,1.418067174,1.183281981
377,2.074550013,1.953390579,1.244189945,1.087205527,0.943008627
378,1.96868276,1.855538863,1.119190986,1.001115238,0.762982987
379,2.100615365,1.979481316,1.19234241,1.052296077,0.84975263
380,2.032241348,1.907515843,1.128927553,0.964664149,0.742147054
381,2.132935376,2.017101819,1.077762755,0.938849828,0.732017439
382,2.20539224,2.077703826,1.575339911,1.410390128,1.238013997
383,2.053910302,1.930850332,1.109641635,0.949674,0.758477617
384,2.102438492,1.974928224,1.151224415,1.037618871,0.838741955
385,2.28685051,2.169244033,1.801857273,1.658732415,1.439133078
386,2.041114296,1.923449025,1.310958175,1.178570215,1.000759023
387,2.019027679,1.899684262,1.044811213,0.920548501,0.702486053
388,2.258778782,2.137468809,1.679079331,1.544737447,1.333483413
389,2.049714545,1.936825221,1.186237282,1.051492399,0.816322275
390,2.028816094,1.916183524,1.079944018,0.94830225,0.732630794
391,2.183326349,2.064789313,1.156173347,1.059072679,0.847647747
392,2.409128545,2.283053787,1.880901796,1.74661349,1.537917423
393,1.970468454,1.849190246,1.163267074,1.040035794,0.849705275
394,2.077826953,1.957200223,1.426524788,1.27705401,1.080772965
395,2.146325917,2.027002514,1.065694694,0.941985839,0.682569625
396,2.063742538,1.940815854,1.2937551,1.171574901,0.935779632
397,2.096921377,1.974202075,1.393492163,1.270907075,1.097517444
398,2.091939557,1.978059086,1.373198458,1.216979309,0.989891741
399,2.210470515,2.095788007,1.113267797,0.952128077,0.789576143
400,2.260643123,2.1496456,1.438870254,1.301591489,1.107968042
401,2.080554159,1.958308416,1.069439952,0.935522347,0.7304145
402,2.004315939,1.877570077,1.090231539,0.90638449,0.759695828
403,1.999729838,1.881395743,1.091635918,0.95389158,0.823061233
404,2.225860118,2.100648576,1.724272712,1.582622255,1.356514783
405,2.059909963,1.935284926,1.234940978,1.106143511,0.860328195
406,2.24776998,2.122750189,1.549588914,1.414796039,1.199436641
407,2.117699859,2.001272316,1.069395451,0.960581137,0.701875782
408,2.113037713,2.004072679,1.18732412,0.993171316,0.797172595
409,2.15251043,2.027609733,1.405257757,1.274454806,1.024161137
410,2.053910059,1.932109314,1.060142698,0.948241167,0.688031109
411,2.23683277,2.125455149,1.724700273,1.596068119,1.38184867
412,2.088988288,1.978767078,1.115018604,0.985650051,0.78864625
413,2.129254869,2.014429982,1.398690742,1.252881694,1.056104198
414,2.001099359,1.881105618,1.039551212,0.939882323,0.694548154
415,2.093326041,1.990637757,1.27982777,1.096396615,0.904023311
416,2.109671581,1.992981385,1.375394312,1.217911776,1.037616346
417,2.029155433,1.908998864,1.186934846,1.059332467,0.847655472
418,2.052336926,1.927918288,1.10673763,0.994489571,0.747767271
419,2.139893409,2.024535275,1.265585919,1.144002845,0.919753179
420,2.064349853,1.936908965,1.354545552,1.200653321,0.978137878
421,2.152549018,2.038603398,1.320158011,1.179168198,0.973288979
422,2.086748935,1.96517393,1.139993593,0.997089049,0.806922358
423,2.046386296,1.93035509,1.152447246,1.025455702,0.777864299
424,2.25442847,2.137312163,1.754766859,1.591835168,1.392372135
425,2.045049509,1.927044481,1.473118768,1.344739455,1.133825825
426,2.037490023,1.910594031,1.126037151,1.013463709,0.824454571
427,2.097394074,1.977719182,1.247298429,1.117282004,0.921362719
428,2.132386079,2.012770258,1.217987153,1.060849893,0.809112981
429,2.114499561,1.995063866,1.143116676,1.003532998,0.845959622
430,2.116728834,1.990320662,1.188634657,1.063733226,0.841951967
431,2.256773923,2.136689492,1.606126713,1.467325441,1.249566857
432,2.117911839,2.00527169,1.200424307,1.02757975,0.815572018
433,2.076687934,1.957952579,1.263522351,1.119644522,0.95111815
434,2.0370219,1.916030923,1.234672775,1.090328448,0.88816886
435,2.041470592,1.923646211,1.166374249,1.03799382,0.889338797
