Y,MLR_YHat,ANN_YHat,GWR_YHat,GWANN_YHat,AGWNN_YHat
6.886206939,7.10466632552455,6.403418955057,6.89213209590062,6.65671009616987,6.99187741374249
6.333333333,9.26807980399361,6.73146901706431,6.17215151161756,5.9472174521325,6.29878165557925
5.900000002,7.29847124985704,5.8893847302775,5.96882112610432,5.97581491500754,6.34486219892139
7.857692242,7.45873917442744,6.27647503734354,7.8716001535242,7.58016876769957,7.70273246531754
6.153333386,7.32840500131305,7.16800057912003,6.35711687461765,6.25079553017201,5.97800191557255
7.322222197,6.14885144058923,6.17402939679206,6.32369447063709,6.22788401375713,6.32813975317056
4.528571435,7.51275722645315,6.59668623552129,5.4976581765306,5.38343483120939,4.92133741674707
6.41428566,7.09256200856741,6.78452315376465,6.56742727673938,6.42066958318809,6.37378371055259
6.156666621,4.93321734714786,6.47840838847625,5.83439885558045,5.81547068856343,6.26243317834658
9.910588312,8.15594293240424,7.61002878484694,8.71780212087411,8.85773966559072,9.86686968617865
10.64999989,10.8106825243181,9.92603010695088,10.6230230851537,10.9074848999317,10.7177182136838
6.51250007,6.59232642818432,6.92793025724236,6.02626266312839,6.09458496716708,6.42563579604321
5.449999928,7.69369859613373,7.79817563819834,6.12194903716378,6.18328445667022,5.24449709501757
6.737931042,8.02997933393787,7.84734131360204,6.4258617741984,6.49394569076366,6.73294542069396
4.899999992,7.47531901607081,7.39509945636291,6.21234045853465,6.22225723184751,4.75609212099378
4.860000086,5.09558654920989,6.62437989193636,5.71099871532173,5.67448734697242,5.57155250393688
6.556666676,6.86782813506719,7.07701921855376,6.04789485713851,6.15085650380273,6.42748013416642
7.27999994,5.5809165527173,6.01911630592256,6.1269338971945,6.07084397810165,7.00011802785665
5.070000005,4.9619994493749,5.67635174655055,6.46627600306557,6.45834305999607,5.09370275517724
5.819230767,4.96166072689018,6.04551293533341,5.82731027348273,5.76505368802268,5.56188951275919
5.753333322,6.1388029211198,6.52271559835487,5.92212691477824,5.81279110400842,5.89167259809523
6.611627904,9.37973160424222,9.29524667418816,6.70756235756182,6.78769907139552,6.73092087379856
5.600000051,5.42371475088854,6.10684794205139,5.40476722031797,5.47996094372243,6.12828028774229
6.640740692,9.37973160424222,9.29524667418816,6.71524523820979,6.83416347041414,6.75453065433064
5.57586203,5.44027365894223,6.31729114588194,6.23167335142859,6.23574518188425,5.39110537693566
6.283333341,6.34491365849831,6.81385785244985,6.2035665586752,6.22709844401013,6.27619651788315
6.180000011,5.70866533613426,6.13748850959235,5.80517871460132,5.69757574963911,6.20915134064374
