min,mean,max,min2,mean2,max2
1.828571423,6.51092213671823,13.50714288,1.64520463123822,6.52742051794398,12.7135868486233
2.866666734,7.96248686785527,15.62142866,3.03083392102845,7.93383699688597,12.8971009082423
1.953333338,7.55739632902367,19.5966667,2.54415539182636,7.61204734004648,18.3500030242586
1.173333327,8.09076088573984,22.81999987,1.17529944168669,8.11138219821158,16.6267734280601
