Y,MLR_YHat,ANN_YHat,GWR_YHat,GWANN_YHat,AGWNN_YHat
6.465517204,9.70348711677269,7.27536707514286,6.09784578660336,6.07674974903788,6.44121837857529
6.446666654,10.2601693295066,7.80454376488536,6.19907203949522,6.18097976818622,6.29871064094432
6.003225796,9.81423619412438,7.56845488039342,5.89875057473158,5.89805734980471,5.95001197675596
13.50714288,9.2434740955257,7.35231385803703,13.4784143427898,13.0434395893285,12.7135868486233
6.462962981,9.66220357569793,6.97787772356041,6.45035525984754,6.41927160348259,6.3599634398376
5.64545458,9.72628823908912,7.40362643757892,6.21874788709413,6.18255753898203,5.89448887744282
5.837037051,9.32164134445997,6.55269977166705,5.81583447759617,5.83975111528227,5.78364925292497
7.103448292,8.69997983199911,7.29572943347918,6.59702488015878,6.50439914386669,6.96250284181905
6.555555609,8.82406500696472,7.09992257738341,6.25567570800054,6.11052290185226,6.48633656073231
5.396551724,9.02226787882656,7.45684563518509,5.78741944355992,5.69696324686763,5.16033698856995
5.671428476,8.88349799114543,7.88524957406267,7.12236832301674,6.9183374207699,5.29870311175561
8.433333238,8.67957724009316,7.85010989270991,8.37171175816628,8.48017398682229,8.78542173742327
9.900000095,8.17677362893356,7.81598267155078,10.0531160534283,10.2169337977172,10.5442716855316
6.890322554,7.91899184664236,6.98767568294217,7.04490534557778,6.85663977780762,6.87242219035505
7.071428571,8.30466436622652,7.64177112196436,7.22452491670501,7.18070691062864,6.82761433245761
10.9321839,8.62053416927757,7.77528844085107,9.635444170314,9.62540473596056,10.4984599726046
11.02903231,8.88461131041169,8.12292592202058,10.0377710421845,10.1074353916876,11.5569324487286
7.236666679,8.52690638058949,7.92583746687488,7.68261031234991,7.5041007039887,7.4202799026656
7.553333298,8.62860948925994,7.96191905610058,7.35895180835267,7.1898909507963,7.71881336254225
7.603225839,8.7707311087128,8.0783487939723,7.58636744643924,7.38416134956711,7.80448760057193
6.966666651,8.59346650867687,7.89901888898135,7.8782041708988,7.72240603466157,6.91322469528363
6.696774237,8.22795248956629,7.29182846698522,7.24841773461199,7.15991533337573,6.64787222996284
7.800000006,8.24912801842361,7.72798287609042,7.80511243879514,7.5959090821897,7.65592558668584
7.622580644,7.99451439606104,7.1631534619771,7.46378345106846,7.26931696518914,7.55573488009627
6.989655117,7.65909000034435,6.82266440956711,7.06676829105446,6.88676191318305,7.13377989297571
6.923333327,8.22302590877279,7.48044048953167,7.25308930544191,7.22803657732078,6.75476960054911
9.161290292,8.27183829409322,7.80366554459142,7.90385630532626,7.87580004766041,9.21682654508752
8.233695613,8.73057479237631,8.59832464557051,8.51392612548819,8.33074660306781,8.37293348787022
6.853846156,7.76780336971444,7.2731281694409,6.79366712166308,6.75860783640444,6.88835286603958
8.632258072,8.73057479237631,8.59832464557051,8.51722840198576,8.33417218279835,8.7726328734471
6.962068919,8.02873259285211,7.48968878452711,7.28751476269925,7.09071558999258,7.09615070311711
6.512903221,8.02258557722747,7.23092562161618,6.73694106554505,6.7033773568266,6.93469763425256
7.699999982,8.0213372799748,7.47704861152333,7.05666382325894,6.96265935968622,8.06164309369427
7.832000036,8.21398468427837,7.93038759870333,8.18962082347518,8.16687286849959,7.39934766234458
7.970370346,8.13829003792991,7.58641564738488,7.77251661386524,7.60706849907329,8.34515871065543
7.776666641,7.85933270918345,7.8216428058986,8.1437654604336,7.96912472441059,7.66223996748307
8.446666678,7.70378526348839,7.41118111397179,8.85992837678087,8.83051600661371,8.84246992921423
5.086666667,5.74918617695628,5.22479358624156,5.42423626504366,5.13196494146917,6.04624805404709
7.319354865,7.83645620780783,7.49429292142453,8.59632429163569,8.60969560589776,7.69893445610258
11.40731705,8.13959874584192,8.00181986360285,9.51408598933132,9.4481428135103,9.64440801645884
7.986206869,6.46559349022347,5.81782421682002,7.02030090045662,6.90824189891143,7.92472001596666
6.092857054,6.46559349022347,5.81782421682002,7.01922296871446,6.89092438172956,6.02380815131085
7.906741582,8.36143693490658,8.3925950941678,7.84612353910675,7.9474151342919,7.10716630484519
7.50689652,7.76556852490046,7.8682554814894,7.70025057167243,7.55385741240117,7.69155301179082
8.057142794,8.04829251290151,8.07921490461261,8.418466894348,8.39442602265553,8.25179647219422
9.519354836,7.86818067575322,7.79656907504319,9.12408250508745,9.07401824364553,9.63257648085161
9.916666762,7.71698479973018,7.7154643520061,8.72656288341082,8.70005629573369,9.97943015403327
9.653124996,7.79246376381466,8.05337859467442,8.23263657551033,8.13840013867538,8.4773415661568
9.783870912,7.86818067575322,7.79656907504319,9.12468841311752,9.07345398401985,9.82855072629936
6.512903229,7.77657864517944,7.80808482078484,7.94274583346463,7.77416511131058,6.8313905370149
9.851724148,7.61954151685057,7.50672485910396,8.91983935503097,8.92138457240426,10.0314600010714
8.283333333,7.47570184075696,7.31589111365166,8.15092848481121,8.18646740592332,8.53737748628506
7.1433333,7.27354862357275,8.01138229715031,8.13174249814081,8.31666197013015,7.41608442127789
7.375000094,7.25544104215419,7.41533551586379,7.48543841885643,7.38293039689898,7.31528917796504
9.154545437,7.35386351121003,7.22872363875908,8.08997366722545,7.96939321343465,9.18197059522712
7.888372138,6.31723437223452,5.68222652730965,6.74087449287566,6.56491316063244,7.34923038374168
7.286206936,7.37786011115263,7.48801201389147,7.56552609759569,7.43276737423539,7.22170567606793
9.349999968,7.62788840410879,7.52211140034376,8.19856457239697,8.23796241604446,9.53989234977969
6.366304328,6.83191752278746,7.17727602374905,6.91316131351797,7.07712394449593,6.14663716987615
