Y,MLR_YHat,ANN_YHat,GWR_YHat,GWANN_YHat,AGWNN_YHat
7.456666644,10.1931032061563,9.00672033462147,7.60465725326289,7.725418542333,7.3243297971103
7.436666687,11.4349107340764,8.45970414580211,7.36518682299657,7.37049347286984,7.71470736197355
7.023333311,10.738266454397,8.69285039239128,6.94756697325629,7.06886478294944,7.37418967578568
12.29500015,9.94310574447701,9.10182917212331,12.2975051088819,12.3205972458608,12.3569186471902
8.542857034,10.5426129752124,8.71662648361472,8.12472548104071,8.23333117862307,8.41715738492088
6.873333311,10.2892776444579,8.6066772811645,7.09138461768827,7.18676469198929,6.8756445797237
7.970000021,10.1255651845338,9.06133661003262,7.70075513721731,7.67894762660586,8.09144837129304
6.724999905,10.585220300274,9.4999488034736,7.50122999059278,7.47498320966076,7.3084999867873
9.87500006,9.62673227580983,8.933013790513,9.90993212439369,9.9571177221841,9.76998390650602
8.564516167,9.48396889881078,8.83752564722879,8.88205793760929,8.82601520384023,8.58576134477352
9.037499905,9.6782360453278,9.28956574721116,8.28890499321767,8.27256140834686,8.49216392397905
11.66593403,10.7354447922286,8.93654110756369,10.6952217252695,10.9534868113615,11.6722652869527
10.19310343,11.2889142774269,8.75777561817922,10.946360010706,11.1478345893449,10.5118435537667
9.048275816,10.2529347066783,8.72799981113933,9.21333738326188,9.18504153954352,8.91218878085941
9.431250036,10.4129030033753,8.46794800232352,9.07451066590475,9.04363433599617,9.66265701870454
9.296774187,10.777167463998,8.41634263262934,9.52876617985825,9.49640457485773,9.33493195154052
8.93750003,10.4271294342425,8.55742619972958,9.16384859269442,9.08073769084557,9.10776532519754
7.258620649,9.95350287914592,8.74651867332771,7.3959403814395,7.44728754393292,7.12830756470577
9.939393896,9.91092629432301,9.21301506100681,9.82148880998858,9.81000187758784,10.0196632491016
9.183870977,10.0896252082169,9.06335205159825,9.90016304290012,9.98507998188979,9.3830424837652
8.299999985,9.50549842736377,8.85904187635542,8.97598793462222,9.1719845370261,8.31312627279675
7.693103363,9.51885954832178,8.79797479834684,7.8035576035799,7.80099036715427,7.58256370543416
7.723333367,10.2874555534071,9.08055782400888,8.52126395661823,8.48762254674969,7.8056014858796
12.05000001,10.4512534733642,9.38064214717039,10.7283436020781,10.7291830830398,11.2440355885062
8.674193575,9.3638359484621,8.59160578866019,8.98541477468399,8.82144160459433,8.6362811338526
10.57472527,10.4512534733642,9.38064214717039,10.7243855300489,10.7271163737197,11.0226633674568
9.375862105,9.74240442922245,9.08141865438345,9.42565133299521,9.41057543649039,9.29175554586582
10.12000008,10.4198233017169,8.71505898868276,9.32907319793605,9.23281614579647,10.2187911556379
9.546666654,10.1426577805542,9.01349310175197,9.42076354916455,9.29871717795689,9.57756860356
8.150000008,9.97451576924864,9.47504046740246,8.04719278447316,8.02807448153026,8.07801822973698
8.096666686,10.1932117301623,8.75299520313193,8.1057347782422,8.13635531705317,7.90328963153778
9.183333222,9.38253676846834,9.00713756094839,9.69471464300847,9.84311286190851,9.55166407705642
8.627586151,9.49108118307529,9.33400641537565,8.91814585229573,8.88523664493047,8.73717926828234
5.793749973,7.79396357636713,9.07201295361311,8.13716013012691,7.23134247077465,6.96482383502215
7.66451618,9.38306847690099,9.4746365941242,8.4618608351607,8.5027144754121,8.17519379707976
8.674193562,9.79210810755569,9.21730725962717,8.88524678370653,8.89039141784018,8.88450270509027
8.796551762,8.94028841143671,8.51823505439761,7.25950233379789,7.04876623329052,8.1109923403179
5.762500048,8.94028841143671,8.51823505439761,7.25938490145143,7.0241284867496,6.47058176192975
8.296153848,9.83005441951698,9.24086634163645,8.22697765145083,8.25872764946417,8.22159169292559
9.409677413,9.79979806773775,9.09771674909899,9.84128531560891,9.82321717291657,9.44484943292261
9.489655182,9.64956557128275,9.03045087957199,9.55582511330617,9.52649963631964,9.61182358073099
9.164516203,9.61412885831123,8.94778925482106,9.67217093095289,9.67755954529188,9.27115767127806
9.335483782,9.30971733423765,8.87904221313248,9.39386944941344,9.36228829366368,9.53342682710008
12.55666657,9.6326197408903,8.81257336762086,9.74306889109964,9.98117204003082,11.5265010102054
9.361290393,9.61412885831123,8.94778925482106,9.68220305477528,9.68434121584909,9.55367290469377
8.961290306,9.53808401926018,8.83690843823191,9.7184524759116,9.89010869617891,9.2676704959905
9.01290326,9.00770216684958,8.98223945709194,9.51976231457189,9.53530106980022,9.16123982304045
8.435483886,8.94684832179713,9.04996006401008,8.76113469954657,8.78941888872124,8.52779378531687
8.696666654,7.81835664796353,9.27845725510992,10.6660267495567,7.94859808055279,9.08037372146554
