SID,LLX,LLY,RS_PM25,GS_PM25,AOD,NDVI,TMP,SPFH,WIND,HGT,U,V
120866001,-80.4828,25.4719,10.626006,5.962068961,0.17615384,0.55298334,26.015583,0.016433883,3.0129623,2,1570162.87238458,-1208508.39342854
120860033,-80.3264,25.9419,11.298609,5.180769196,0.20368293,0.31395,26.13167,0.01630735,2.1334124,3,1577381.76746218,-1155058.30133549
120110034,-80.2569,26.0539,12.145152,4.799999988,0.18184783,0.51526666,25.933044,0.016278429,2.1834202,3,1582284.5894323,-1141774.39616424
482151046,-98.1521,26.2886,11.605875,6.814814802,0.22886021,0.38685,24.093063,0.01390647,2.958578,29.75,-216690.281502313,-1244900.30662057
120992005,-80.0928,26.4569,12.145152,5.386206874,0.18002753,0.43906665,26.220156,0.016649472,4.2707267,2.5,1591247.05867364,-1095367.7486143
120573002,-82.2304,27.9657,11.368112,7.09666667,0.19891818,0.64026666,23.957344,0.014877054,2.3968143,19.75,1355029.09954868,-964273.181091206
121171002,-81.3106,28.7461,11.4640255,6.012500077,0.18441667,0.57,23.54999,0.014514622,1.5784959,21.5,1431565.13525057,-865494.904341357
480290032,-98.6202,29.5151,9.952132,6.624999881,0.1622,0.44803333,21.666449,0.011288925,2.1014583,281.75,-253992.730104759,-887690.21308649
221090001,-90.7797,29.6793,12.35967,8.141379241,0.16087379,0.6597833,21.398745,0.013281054,2.29136,1,504847.166190232,-859117.717238122
482011035,-95.2576,29.7337,12.050601,9.753409047,0.20913,0.437,22.099098,0.01310622,1.9601247,7.75,71784.6207669702,-866673.955119888
482011052,-95.3877,29.8145,12.050601,10.09999992,0.20776087,0.35025,21.566196,0.013370084,1.5205106,14.75,59147.358758926,-857801.897439955
220512001,-90.1098,29.9003,11.85637,8.379999955,0.16755964,0.55953336,21.707333,0.013391828,1.8216952,2.5,568035.553718558,-830864.966553494
220870007,-89.9762,29.9432,11.85637,8.119999886,0.15057407,0.44113332,21.636093,0.013571043,2.3715122,0.25,580601.015346452,-825307.083535848
220710021,-90.1182,29.996,11.85637,7.693333308,0.16304901,0.40941668,21.89992,0.013515007,1.9107635,0,566569.719175462,-820316.736829374
220511001,-90.2728,30.0412,13.195294,7.039999914,0.18928431,0.39881667,22.230919,0.013113032,2.5132954,0.75,551393.896051602,-816219.319866888
120310098,-81.634,30.1358,11.556526,6.750000032,0.12685227,0.52015,22.836016,0.013980294,3.4138656,4,1377097.43094146,-718053.966518403
220470005,-91.0626,30.2191,14.552232,9.117241432,0.160625,0.58545,20.96733,0.012742101,1.5794963,3.75,474403.235076984,-800765.292705413
220550007,-92.0429,30.2261,12.194809,7.960000014,0.15358333,0.56131667,20.947754,0.012540787,2.1266403,9.5,380241.309828715,-804396.964079699
220190009,-93.58,30.2278,11.907266,6.660000046,0.14499038,0.66605,20.550398,0.012628023,2.147539,5.5,232577.250063911,-809164.395916499
120310099,-81.5478,30.3547,11.556526,6.816666698,0.17034832,0.56881666,22.583202,0.013670162,3.5149348,13.5,1381614.85892894,-692776.815325366
120730012,-84.3464,30.4397,11.631191,7.500000032,0.15821053,0.59606665,21.985504,0.012624865,1.4936503,21.25,1114421.89378944,-720179.025201617
220330009,-91.1792,30.462,13.536102,9.701204834,0.18405357,0.50488335,20.668129,0.012543594,1.6887466,2.5,461841.815530184,-774400.002030731
10030010,-87.8803,30.4975,12.813746,7.746428524,0.15966363,0.65208334,21.142366,0.012850834,2.9764903,14,776933.398931606,-748961.880312994
221210001,-91.2136,30.5006,13.536102,9.321428532,0.18405357,0.50488335,20.668129,0.012543594,1.6887466,2.5,458333.150486338,-770284.010920758
