Y,MLR_YHat,ANN_YHat,GWR_YHat,GWANN_YHat,GNNWR_YHat,AGWNN_YHat
16.43888893,13.28185266,13.86820137,13.66205272,13.70716983,13.7273582,14.14130131
5.750000009,6.6346043,6.019522909,6.119941855,6.273111742,5.740019437,6.418395896
12.93555561,11.37326257,12.71636604,13.09863931,13.22417687,12.78450433,12.80549847
13.01999998,12.83292895,13.42447178,13.11363258,13.17927436,13.07267613,13.67833164
6.18666666,6.465423651,5.515251702,6.733056797,6.978692574,5.689819777,6.193721702
15.36888889,10.92590817,11.87504555,11.64915157,11.64972213,12.65266862,13.02386354
6.66999999,6.535663739,6.305822845,5.812309631,5.758461546,5.832095301,6.329481831
13.01249994,10.39821048,11.10920698,10.89235094,10.86982566,12.12942841,11.65817385
5.026923102,6.267432073,6.306049281,5.475638822,5.391739166,5.353937192,5.611531166
11.91000001,11.49803578,12.60340701,12.5025875,12.64429031,11.84650249,11.96634418
10.60000038,11.72197791,12.15540256,11.77829946,11.85113097,12.66471152,12.4761599
7.526666721,7.654679244,8.052309253,8.921771779,9.15975354,9.280250501,7.684257492
10.7233333,8.690933721,9.296022569,9.203404409,9.21050589,11.33159068,9.79799735
5.699999946,6.489152904,6.739994787,5.657939655,5.52480978,5.269272067,5.446256124
10.54285714,7.8855993,7.35715581,12.30107019,12.34831381,11.92492779,11.4493176
5.70526315,5.138791732,4.885688047,5.408705911,5.552778329,5.121767304,5.763949425
7.589473662,7.050274151,6.862336193,7.292964662,7.364023613,7.335459912,7.300950892
5.576666637,7.759469762,7.550426026,5.780943576,5.812454648,5.468184864,6.480523431
5.519999962,7.780231088,7.499151647,6.533385393,6.652615092,5.631220385,6.501588952
6.273333371,6.323372728,5.893489207,6.876582925,6.82143486,6.1622829,6.095652639
4.560714287,4.844688955,4.851830105,4.595749914,4.610526774,4.473484421,4.745775443
10.04500008,8.522387574,8.205967601,7.711278436,7.757163409,7.603608988,8.611823541
5.033333368,5.538270171,4.510352802,6.744494198,7.028964098,5.603625905,6.486559901
5.216666663,5.524983846,4.952412601,5.522278993,5.557483552,5.27747928,5.546372798
7.659523842,8.522387574,8.205967601,7.712487997,7.737587184,7.614673321,8.601685215
6.779069753,6.265547295,5.712143278,5.739773814,5.768071306,5.540857444,5.894489839
4.664285694,6.884090893,5.97585003,5.866744613,6.014581687,4.712362988,5.243106034
6.356164361,6.755536251,6.472911905,5.311729151,5.377455711,5.137055424,5.694212756
6.803333366,7.49010805,7.266003351,5.914292313,6.054396425,5.807842124,6.198370426
5.727586167,7.317736804,6.702492158,6.330547395,6.49838819,6.011140275,6.341928242
5.360000038,5.425659163,4.97328126,5.233789063,5.206297525,5.696972418,5.687882636
5.760000026,8.161299682,7.721620285,6.266508006,6.419716853,6.008992712,6.420540558
7.340000002,10.5639543,10.77150335,7.798587385,7.842143004,6.414626291,7.609239153
6.189655197,7.656685797,6.682281104,7.327558318,7.2862628,6.470761963,7.154355944
6.913333273,7.656685797,6.682281104,7.330049155,7.343182418,6.478425871,7.16781376
6.763333281,8.470139037,8.731504541,6.785143099,6.782049142,5.970235475,6.986709446
5.557142803,8.14650746,8.10241865,6.145165248,6.121174582,5.452898008,6.068374739
5.757142833,7.184161257,6.652534015,5.955667878,5.940801657,5.387645391,6.047268504
16.90454547,11.62082674,13.07977429,15.1366402,15.28847894,17.16657265,16.50057536
16.21333333,11.65506111,13.19766288,15.74410657,15.85979554,17.50700756,16.75915655
16.82857138,11.62082674,13.07977429,15.14770114,15.28137527,17.20294608,16.49916466
6.229999987,6.510161489,5.88080037,5.795150232,5.954215126,5.016638718,5.656240726
4.985714277,6.648030061,6.194033105,5.7602268,5.787309011,4.634436367,5.235488151
6.193333356,7.931088239,6.728458617,5.919297188,6.118899565,5.17046739,5.830322591
3.593333332,7.048024795,6.91850312,5.466726078,5.50147157,4.19883497,4.838708346
5.647999935,7.816587258,6.554521154,5.89441863,6.065263376,5.08852805,5.712427319
6.533333335,8.025393509,7.863776799,6.483013122,6.45793957,5.824299264,6.662563864
5.413333352,5.745264705,5.132859576,5.166520496,5.202967522,4.419521635,4.919301485
5.770370347,7.415831551,7.278777023,5.747870229,5.761000045,4.732319838,5.059928494
1.173333327,8.621480341,8.554098836,2.512656181,3.062812106,2.300577887,4.865759547
6.15714289,7.230852649,7.020124223,5.779653112,5.847866107,5.051122287,5.430784666
6.117857175,8.726801686,8.731314401,6.534844657,6.495651905,5.488113026,5.810702852
6.230769267,8.726801686,8.731314401,6.535379455,6.498356021,5.48178693,5.805037136
5.267857122,7.781335388,7.78262748,5.706985504,5.769596134,4.95244078,5.444562512
4.614285776,6.139558393,5.566683029,5.290555851,5.306069387,4.25674004,4.838097769
5.176666625,6.521075518,6.336100849,5.258554053,5.344685248,4.12366259,4.610748245
16.62413794,11.44346205,12.44262284,14.3364525,14.40018631,16.49318807,15.62144492
5.677272753,5.958045597,5.15593431,5.442193785,5.440708021,4.603887531,5.066862979
12.28620688,9.951128576,9.747682078,11.66897185,11.79883044,12.60262322,13.20173113
13.68800007,9.951128576,9.747682078,11.6664534,11.66619152,12.61191067,13.18701345
6.537930982,7.399111022,6.693606775,6.604413317,6.614482568,6.18476386,6.536414605
5.966666651,6.969554442,6.183736714,5.544218983,5.780931034,4.972025858,5.286652182
6.467857063,5.976078843,5.229634724,5.980323918,6.186526495,7.05540176,6.329351529
17.71153855,10.23703752,11.84909347,16.02052852,16.29992883,18.0595948,16.72798261
2.666666667,7.518773548,6.417403515,4.322929426,4.968547418,3.189258237,4.534394256
4.763333317,7.730762335,7.751142598,5.995488225,5.936866971,4.240486523,4.785204911
6.780000067,7.634051297,7.483392268,7.103128012,6.948061543,5.817768263,5.503350166
16.06363641,10.36295698,11.79023348,14.79275572,15.14090606,15.78950606,14.59945619
17.80963859,12.02590384,13.3172333,15.31405985,15.33930059,16.81939227,15.40908589
14.72580642,10.37202836,11.67930937,14.47470126,14.72429399,15.76330512,13.89387938
6.123333375,6.17127544,5.560962783,5.105925396,5.088754299,6.02853625,5.160707198
5.968965547,7.603407719,7.235047679,6.020881128,5.79728349,6.874638279,5.514402178
7.671428629,7.209886692,6.853530391,7.015879471,6.995556244,7.049668778,7.332777814
15.60000004,9.025184299,10.54125468,14.42947393,14.9300046,14.17468827,11.91893584
6.415384614,6.635419422,6.367752992,6.016957045,6.099378254,6.63512145,6.553877055
5.956666692,7.809474458,7.852073527,5.943425562,5.994466372,5.544774915,5.852337426
5.048000011,4.789681811,4.079526862,4.176086535,4.481382552,4.8444244,4.647785482
5.533333349,8.2897048,8.302389223,6.405225885,6.291562959,4.938269046,5.391593777
5.619999961,7.048164966,6.474995052,6.064527964,6.154983964,5.159008664,5.345905011
5.404000032,6.426800432,5.903075129,6.102837587,6.084762873,5.407693909,5.314859781
14.81724144,9.322256687,10.51383352,13.73378101,14.08981514,14.12105547,12.7421675
4.993333328,6.361361378,5.676126538,5.612561683,5.749290297,4.672753086,5.028154672
4.560714296,7.206847939,6.743933925,5.867841709,5.867684679,5.243197064,5.223817683
8.966666603,10.55860347,11.44927189,12.86144487,12.90497684,12.15910151,8.569047651
4.928571441,5.87843478,5.817259038,5.372016479,5.634752657,4.755325695,4.628709411
5.099999976,8.209136004,8.180284797,6.315406566,6.219981924,5.063817868,5.384240554
5.050000003,7.338929326,6.978220835,6.209478466,6.257405606,5.21599353,5.325471283
6.45925925,8.44229177,8.100535112,6.77123451,6.72671358,5.674207216,5.794751513
12.04285724,9.141631607,10.69106643,14.21225102,14.65201356,12.84878392,9.56389749
5.093103454,6.001386308,5.534695107,5.579441112,5.825220491,4.664802555,4.969494513
6.172413773,6.546548753,6.013149575,6.90197772,6.873687759,6.765838447,6.469080559
7.214814853,6.968469391,6.96434382,8.512030612,8.673455813,8.921629236,6.262077896
8.833333294,9.370518037,9.027569608,9.076314151,9.143651167,8.80997721,10.23523141
8.483333341,8.294670961,8.032820229,7.985168335,8.029749594,8.220734964,8.388510803
6.627999983,7.799848525,7.33201071,7.545774392,7.39186617,6.585254866,6.354916401
5.393333312,7.281656806,6.957294454,6.388788203,6.576405905,5.964023757,5.606132737
7.836666687,8.704123485,8.505130898,7.73856397,7.676007558,7.620715029,8.6939016
8.710000038,9.43373706,9.053048973,8.641043254,8.690684124,8.566660136,8.449173793
7.333333278,8.404486725,8.115370798,7.379076139,7.442771162,7.49033949,7.532066487
4.476666649,7.419044803,7.071530731,6.83180699,6.786484478,5.229935599,5.591307019
4.104166682,7.880995279,7.522605911,4.746710301,4.384960224,5.140949832,4.342550351
8.006896545,9.239547949,8.975860063,7.982623216,8.002989834,7.960506498,8.385406304
6.259999959,8.173810376,7.99911715,6.667306271,6.633282633,5.746554945,5.898306032
7.196666666,8.466346689,8.408324154,6.910538977,6.866023574,5.479209158,5.699515139
8.851724098,8.531645069,8.346458079,7.880030677,7.837621889,8.044007135,8.493330985
6.837500021,7.793612577,7.649529372,6.81245212,6.893283252,7.397224391,7.136003116
6.220000045,9.282250992,9.230780619,7.763297223,7.658371356,6.203877678,6.324882819
6.83999993,7.062123822,6.905323739,6.74191127,6.830568108,6.225871066,6.095034477
6.29333334,9.086162679,8.896113986,7.856535254,7.806984746,6.435349376,6.51456065
11.64827579,10.76352703,11.45423733,12.15993662,12.06159494,11.79701577,9.887450996
11.44074068,10.76352703,11.45423733,12.15460562,12.05414524,11.77289838,9.87627717
11.27500002,9.243779329,8.923044916,10.06372688,10.11606144,10.81007092,11.88954812
12.30795455,9.707758643,10.22769811,11.66636242,11.68434893,11.41289252,8.67399432
8.73333327,6.634781344,6.758111031,8.441345258,8.617299324,9.272002935,6.72017708
11.75862061,9.381872143,9.077530964,10.79445328,10.9493111,10.88742684,11.91961406
10.86428578,9.381872143,9.077530964,10.79405889,10.9382784,10.8906451,11.9231419
11.36000001,8.246807794,8.531978752,10.47393696,10.51344203,10.64714724,7.673936584
6.306666648,9.170705368,9.000373108,8.030549701,8.048898297,6.597362431,6.93740486
7.819999998,8.3551502,8.022429945,7.56261753,7.659211608,7.608736633,7.010864526
8.371428524,9.018342917,8.544588698,7.733916702,7.754410245,7.307385256,7.545402893
9.517857134,8.984841893,8.675247468,10.00292903,10.1224378,9.948176086,10.26742682
9.420689632,8.608461716,8.484804038,8.5948337,8.694836699,8.71183985,8.910813731
7.914814878,8.566881741,8.246575082,8.547051196,8.653671655,8.214266182,8.990301656
3.186666663,6.156475915,5.39794059,7.404249179,7.841547769,8.315077944,6.180195545
7.449999976,8.829692103,8.632457464,8.247380513,8.284347916,8.19463819,8.225802572
6.978571483,8.535146951,8.256041974,8.060947045,8.161019376,8.335587642,8.297648259
8.436666663,8.026156421,7.953914069,8.214406361,8.35853366,8.512008755,8.146630547
6.469230744,7.90101636,7.74794089,7.524323298,7.647254578,8.072320929,7.614341248
8.400000095,9.016499099,8.841542892,8.773474471,8.803085896,8.534068076,8.583175789
8.270000013,9.638581484,9.393845793,9.762796357,9.86762897,9.665588591,9.418123351
11.58658537,9.046619534,9.792565907,10.19269559,10.10099216,10.43783373,8.54664891
5.458333299,7.583735434,7.222458788,6.27898564,6.276585906,5.688197985,5.785259486
8.003448273,8.643321204,8.557038881,8.815384672,8.860570903,10.3261871,9.765656983
9.13333354,10.06942128,10.12052355,8.455839222,8.149764137,9.585734545,9.513457411
10.06000007,8.895190404,8.790493885,8.466792715,8.475372589,8.739659093,8.765224619
4.435714279,5.509127201,5.418930283,8.71706923,9.169689487,10.52683706,7.577699573
7.165517215,8.403640576,8.249628626,7.594357692,7.590830361,7.72343866,7.820156547
8.703333386,7.831321979,7.630495592,7.9399683,8.162979616,8.631081729,8.712016343
9.814285632,9.146718252,8.726514196,8.665701726,8.812820202,8.983258972,8.924654596
9.379999971,8.896662357,8.631603931,8.126110453,8.227349704,8.608351269,8.666765623
7.576666689,9.08319773,8.968554689,8.292339053,8.33927103,7.725490335,7.692320404
5.48148149,8.266381992,8.124341537,11.0331585,11.51198545,11.14452193,9.931071379
9.113333321,8.686698509,8.605404948,8.442486904,8.488921361,8.828130794,8.919457102
5.910344856,8.357376039,7.747965341,6.273561622,6.441468535,6.719559,6.159797143
5.64615378,8.40672909,8.435413654,8.179058782,8.217633853,7.087100506,7.366114742
11.33448284,8.010165677,7.834539604,8.407398493,8.592113606,9.256878752,9.900356456
8.414285762,8.185846537,7.977250844,7.815280706,7.897911448,8.091933254,8.418509607
10.77333339,8.977614596,8.907429957,8.800450162,8.861215499,9.127997492,9.393461536
10.96666679,8.977614596,8.907429957,8.800362558,8.880924489,9.145438488,9.414069309
9.633333333,8.977614596,8.907429957,8.800592629,8.807809182,9.159293515,9.427213748
7.813793051,8.597003992,8.379069705,7.715758563,7.778650892,8.362242323,8.440628678
12.55999994,8.999921106,8.896896128,9.240966867,9.38559893,10.34929566,10.67190442
9.793333403,8.977614596,8.907429957,8.799424873,8.867977068,9.141585909,9.417797377
5.999999899,8.268437479,7.573240481,8.770112057,8.619109202,7.841311904,6.717938137
7.119999862,8.268437479,7.573240481,8.770187553,8.571206504,7.846162874,6.728570194
2.610000024,6.850680488,6.372498843,3.844083322,4.206511604,4.163268088,4.18427082
5.766666671,7.925103485,7.6528209,7.616555964,7.649215953,7.776358704,7.300464792
4.290000006,6.850680488,6.372498843,3.844447984,4.196477594,4.223646738,4.20142225
6.964285748,8.349150959,8.190090836,7.685860883,7.743719207,8.315627395,8.68621616
7.933333357,8.218409098,7.90549895,7.848019164,7.861491068,7.95890986,7.684848126
7.186666616,7.55216756,7.250303942,5.417942611,5.56970252,5.134932853,6.523211419
8.532499968,8.308845859,8.007366958,8.082447294,8.101864718,8.610421674,8.095009675
12.24000002,9.213710622,9.14472977,10.0628626,10.1990751,10.86890325,11.38335719
6.679310318,7.733387708,7.512964285,6.075962175,5.939157477,5.308505776,7.14167785
9.463333368,8.950686138,8.73051805,9.020682282,9.179805931,9.418647974,9.781966813
10.67666671,9.146563682,9.039483265,10.13152781,10.29461115,10.5128607,10.72114154
7.317391344,8.197612799,7.870434226,7.918108816,7.944716708,8.114801457,7.601462031
13.34000006,9.146563682,9.039483265,10.1317619,10.32403893,10.54188441,10.76719655
5.69999998,7.733387708,7.512964285,6.072737966,5.967937547,5.337819149,7.193107807
11.4103448,9.146563682,9.039483265,10.13211951,10.30153131,10.56433719,10.80094826
11.08620679,9.213710622,9.14472977,10.05825526,10.26062204,10.95418662,11.51395575
6.8724138,8.819099386,8.385754926,8.093451345,8.190262159,8.468792485,8.044675466
10.41935488,9.259334991,9.134871864,10.3872838,10.60683396,11.25672644,11.42609967
22.81999987,8.191772132,8.656925721,10.2875259,10.96578261,13.35908716,15.0353137
8.407692212,7.744547161,7.620681584,7.133443185,7.17083928,7.541067465,7.600228338
8.409999919,9.172240275,9.319942969,10.21088502,10.22134582,9.548569949,9.375354856
11.01923072,8.566580335,8.52073695,8.361135339,8.427300233,8.359156501,8.674267118
10.66333342,9.085832768,9.085261232,10.0070745,10.132076,10.50499154,10.62204126
8.040000025,9.152040373,9.154041751,9.988917614,10.11416913,9.673731767,9.646809327
9.834482719,9.031712857,8.514944558,8.892868661,9.088855951,9.493073502,9.413071907
12.35822784,7.460877008,8.089958267,12.90330123,13.60142972,14.93429334,14.79744465
8.678571454,8.566580335,8.52073695,8.363155408,8.454373609,8.410948655,8.76026263
8.692857133,9.197155473,8.757939202,8.404929682,8.55688395,8.451336396,8.512785744
7.69259263,9.197155473,8.757939202,8.411176379,8.572007827,8.454656237,8.52781314
5.674647912,8.363680465,7.998240988,6.63500398,6.728478605,6.89207434,6.6887663
9.307407414,8.751823406,8.66020617,9.089685105,9.209743222,8.929198645,9.012352587
8.946666686,9.126207404,9.116397024,10.37216502,10.50498689,9.563204857,9.646932418
4.513793156,7.589470038,7.342446383,5.559423933,5.719923366,5.56275989,6.74799285
10.85147058,8.111913975,7.843363861,7.706588552,7.945432998,9.614816247,10.00182099
11.63466661,8.581845521,8.325765503,8.351984245,8.556909594,9.944555557,11.22484489
8.170000029,8.978527954,9.059938084,9.979728119,10.32157875,9.206194624,9.217225201
9.557142854,8.580317874,8.438483179,8.714630259,8.766032114,8.776859253,9.034924395
10.89655177,8.514344655,8.514826432,8.955003435,8.968526303,8.868576485,9.078493919
8.086206855,8.307421444,8.283649364,8.274827058,8.282873102,8.227272926,8.72007656
7.47142859,9.172453997,9.421442594,9.610421216,9.874934411,10.2819846,9.796333262
5.504687529,8.08775082,7.985026236,7.585438087,7.661187654,7.360526214,7.386585664
8.744000012,8.817566175,8.703931789,8.689393953,8.798392095,9.09545426,9.688077678
7.010714356,7.307068767,7.289870085,7.051426329,7.113562241,6.033152699,6.589222395
9.663333352,8.965005476,8.994827148,9.821096079,9.993768061,10.39773282,10.58327879
7.380769202,8.22937996,8.349809599,7.327812587,7.31020931,6.548421823,5.983173123
8.2670588,8.816825564,8.443671539,8.007567411,8.036775721,7.898261879,7.828235368
10.60540541,7.961945365,7.917577694,8.048466015,8.1141843,8.39786245,9.82914269
11.24736842,8.677956307,8.427972891,9.161490245,9.293516744,10.21435924,12.71675714
7.32142864,9.020241948,9.005781544,8.862994051,8.958515892,9.646565627,10.45873839
12.08988765,9.020241948,9.005781544,8.8613003,8.993300165,9.671079566,10.52926964
6.955555545,8.544881193,8.562344993,8.73820098,8.816755798,8.488232963,8.787104962
11.36666667,8.409456124,8.339712142,8.410763166,8.552722303,9.40861413,10.97808293
10.4241379,8.680412998,8.456264429,8.962477622,9.132780912,9.166455972,9.504359126
6.868656699,6.181324627,5.964763024,6.525340708,6.416543106,6.361149072,6.922426514
11.51538463,8.680412998,8.456264429,8.959612523,9.150830056,9.177662644,9.513002773
6.629629603,8.391214162,8.482817217,8.57405034,8.612251365,8.204280974,8.686314482
9.246551688,8.571879429,8.292815354,8.480376317,8.617129417,9.891376266,11.12821739
10.29999996,8.680412998,8.456264429,8.954272277,9.135000128,9.194080894,9.531346351
10.17333333,8.737916911,8.74264102,9.428576639,9.531173759,9.004980607,8.644609982
10.56923073,9.27766247,9.156176887,9.273495081,9.415646021,10.13747058,11.30447652
8.360000038,8.557074666,8.354461484,8.598020503,8.784092282,8.954540309,9.135512287
7.706896576,8.430687023,8.095950593,8.000355817,8.027644934,8.453313471,8.115317904
9.017441872,9.01477176,8.891841285,9.07172603,9.198125266,9.783511499,10.49693136
9.028571504,9.088780443,9.047448881,9.29478671,9.44580334,9.19074196,10.07379995
10.8928573,7.691902559,7.33131906,8.99832589,9.10786627,10.46024021,9.6990607
6.600000007,7.172706483,6.779619201,6.468332237,6.307181976,6.497694491,6.654727201
6.971428599,8.434416754,8.695388254,8.794123639,8.791695354,8.543424423,8.937272952
7.929629617,8.798137834,8.517478242,8.817734099,9.017419542,10.00399839,10.27583078
10.09344253,8.39882051,8.154794837,8.040478451,8.053172233,8.738481464,9.051726952
8.924138007,8.206551689,7.623594567,7.025789341,7.035194024,8.550698784,8.20267632
9.734090875,8.624820944,8.097367086,8.660014748,8.739630216,8.861892904,8.964816709
8.063333388,9.283529288,9.519250355,9.44286403,9.468935316,8.273310859,7.945558417
8.111111071,6.925850218,6.717560291,7.595342542,7.633838406,6.810023026,7.579634006
9.366666667,8.514490259,7.838859363,8.205647481,8.107336523,9.117237534,9.115261986
8.286666683,8.514490259,7.838859363,8.206117642,8.189341945,9.145646451,9.14843125
8.765517153,8.804449009,8.288048898,8.771220783,8.760972305,8.366162086,8.520716236
8.955555521,8.53163371,7.922898309,8.517555149,8.524214885,9.081766302,9.19271308
6.423255815,8.64169714,8.055322681,8.049412745,7.936944812,8.110909127,7.972646102
9.534246585,7.459564986,7.010077807,8.353013527,9.01273424,7.951058279,8.345973562
8.348275842,8.64169714,8.055322681,8.049297604,7.952481815,8.113578665,7.977531382
6.315384626,7.915752863,7.562039113,6.857689584,6.714639482,7.226717078,6.860851876
11.49589046,8.531228039,8.621156203,8.71463213,8.798682406,8.674773973,8.787611308
8.510714327,8.53163371,7.922898309,8.508330979,8.506369022,9.067088973,9.210537261
10.57857152,8.880299726,8.931028274,9.887979563,10.01498209,9.899469147,10.18027076
8.566666647,7.071833044,8.93344112,8.808637971,8.830557919,8.78658288,8.781899084
8.17540986,8.432612412,8.360829362,8.039677336,8.124494137,7.450863202,7.625203152
7.531249994,7.63398875,7.257058868,7.805169119,8.14326642,7.445145072,7.646062347
9.820000084,8.139518583,8.276822251,8.387216736,8.419377485,8.127329936,8.328539187
4.955172341,8.449608207,8.56827025,6.241011135,6.243081704,6.276742465,6.731184662
7.866666635,8.766463284,8.214588134,7.852251185,7.756365545,7.896362982,7.950652921
