LON,LAT,U,V,Y,AGWNN_YH,AGWNN_BH0,AGWNN_BH1,AGWNN_BH2,AGWNN_BH3,AGWNN_BH4,AGWNN_BH5,GWR_YH,GWR_BH0,GWR_BH1,GWR_BH2,GWR_BH3,GWR_BH4,GWR_BH5
-115.483,32.6762,-1804074.497,-354040.5295,7.888372138,7.85782836,0.63915028,-0.109624991,-0.280920904,1.215183299,2.525637937,-0.42991302,0.13258275,0.165024198,0.102251726,-0.30898834,0.144692882,1.036437226,0.136316858
-97.3423,32.7592,-125033.4775,-529478.0213,7.286206936,7.333954598,1.053515405,2.112982245,0.478920484,-0.544398372,-0.031188706,-1.301335382,0.608061168,0.828196128,0.426906387,0.104288206,-0.098572692,0.342480561,-0.299611721
-83.641,32.7775,1147755.657,-453581.705,9.349999968,8.313323632,-0.642153682,0.364912065,-0.004813465,1.728249037,-0.559883404,-0.190205259,0.973049371,0.133675003,0.141959441,-0.190365585,1.957422876,-1.251441814,-0.183124968
-116.944,32.7896,-1934474.668,-312936.8403,6.366304328,6.297683832,-0.211627248,-0.355172204,-0.405958675,0.668200621,1.274092005,-0.026435324,0.231921827,0.241321051,0.261303725,-0.306274204,0.101568813,0.811944502,0.043266631
-79.9587,32.791,1486593.85,-401048.4542,7.308888872,7.303879729,-0.658103177,-0.092406868,-0.902455816,1.023675446,-0.038938191,-1.127345638,0.29320788,-0.269833259,0.040954311,-0.294553641,1.900582266,-1.108988707,-0.34595201
-115.563,32.7922,-1808732.491,-339851.5036,5.468965498,5.171929485,0.660716657,-0.076046177,-0.328611288,1.107463937,2.53314022,-0.437640547,-0.196857721,0.178908992,0.110398782,-0.306649905,0.138278256,1.039274035,0.13791111
-83.5435,32.8053,1156353.206,-449324.6096,7.816129069,8.762642867,-0.650757565,0.329838818,-0.046817734,1.698970665,-0.531359181,-0.209162466,1.094697115,0.12098888,0.13859899,-0.195561118,1.962058327,-1.251475149,-0.189072193
-97.3565,32.8058,-126281.893,-524260.8684,7.190476054,7.320460268,1.051157035,2.081681865,0.472863815,-0.570273035,-0.02793157,-1.270704857,0.605333113,0.820604933,0.425480383,0.111276951,-0.09235262,0.337575853,-0.293433236
-96.8601,32.8201,-80057.26107,-523204.425,7.65555554,8.118985582,1.122699003,2.085746252,0.50388831,-0.591260512,0.040820986,-1.023789443,0.71194661,0.816589846,0.424515661,0.112007745,-0.043983184,0.270627187,-0.266902773
-117.124,32.8457,-1949446.843,-303152.195,6.240000002,5.879165603,-0.266628512,-0.36441904,-0.397548692,0.61087878,1.150334706,-0.000644455,0.576202493,0.25596654,0.279807158,-0.302114442,0.095937985,0.792885199,0.035254344
-111.752,32.8776,-1458437.625,-396003.6786,6.206451639,6.286500792,2.341721775,0.40378379,1.178677703,2.773946062,4.183471126,-0.493664467,-0.247793322,-0.0024131,-0.121019464,-0.15827056,0.454287027,1.470028687,0.267695116
-112.037,32.8848,-1484441.423,-390798.7205,9.987096717,9.458435633,2.345672363,0.396186493,1.094987832,2.753879722,4.251379451,-0.587353124,-0.238923936,0.007440039,-0.142516059,-0.172584568,0.4197017,1.491525436,0.269977117
-82.8069,32.9674,1221802.315,-422184.8425,8.256250039,7.41934601,-0.711832716,0.080248974,-0.308440339,1.518048066,-0.330893269,-0.437650481,0.646322099,0.022109913,0.116472688,-0.230167734,1.972381845,-1.23107203,-0.236896396
-115.539,32.9783,-1802305.5,-319979.8973,6.933333365,7.078014352,0.810995695,0.026178311,-0.376916529,0.972352398,2.687701768,-0.497192866,-0.462276567,0.193989693,0.106174169,-0.301172178,0.133845717,1.070415678,0.150694473
-80.065,32.9803,1473310.314,-381879.5357,7.09340658,7.106028694,-0.636906085,-0.120995734,-0.904044169,0.947335232,0.018108271,-1.137473698,0.468194528,-0.260303753,0.055285114,-0.292314792,1.780874845,-0.999230313,-0.353965448
-91.9392,33.1395,376342.771,-479880.2952,7.036666679,7.115801823,0.11254144,-0.169940343,0.247888867,-0.862010201,0.353779268,0.301892026,0.422603441,0.756057682,0.43566235,0.231277603,0.440519312,-0.385968372,0.005916421
-87.4842,33.1899,787899.4631,-446971.0489,7.431034433,7.766825267,-0.100541574,0.642446728,0.152013295,0.672476332,-0.324611642,-0.143312547,0.840645356,0.386777456,0.295918178,0.022078569,1.471199197,-0.909022687,-0.026871957
-92.6723,33.2206,308115.1426,-473473.7093,7.819354834,8.062979204,0.287431099,0.059973991,0.400982447,-0.930138378,0.212005204,0.435700633,0.856993754,0.765799919,0.436991148,0.232471823,0.364093232,-0.312378181,-0.006125603
-85.8036,33.2849,941708.6023,-421122.143,7.507142859,8.061805894,-0.192429525,0.69091559,0.288904042,1.205328186,-0.660591911,0.003631872,0.320256941,0.309297891,0.228156521,-0.09758138,1.62069971,-0.954038057,-0.063168544
-87.0036,33.3311,830746.1099,-427180.6307,8.129999963,8.166961573,-0.09159474,0.702126693,0.198599827,0.841029482,-0.433380978,-0.075773824,0.940810775,0.366137903,0.272940998,-0.017270216,1.515254483,-0.915670297,-0.032879464
-111.503,33.4212,-1425734.798,-339920.3352,3.931034516,3.575163671,2.321528908,0.591767781,0.895409081,1.891976579,4.263583486,-0.053744904,-0.317633868,0.017331372,-0.121115756,-0.133376702,0.487621502,1.528825789,0.27939777
-111.855,33.4881,-1456568.297,-327212.6265,5.386666711,5.451094223,2.385568322,0.631245717,0.762095619,1.77680488,4.42365982,-0.185682427,-0.469277289,0.029266538,-0.157828258,-0.152277935,0.443087933,1.577034877,0.28680723
-86.9242,33.4997,836260.5324,-407741.6681,8.860000014,8.707087383,-0.071844214,0.683197868,0.180574057,0.840926103,-0.405208499,-0.047045892,1.132688787,0.369824306,0.263681792,-0.031634556,1.501157289,-0.897439078,-0.03279311
-112.096,33.5038,-1478202.43,-321762.6917,5.422580665,4.985006495,2.422070594,0.641727904,0.687567436,1.758915406,4.507831381,-0.305129367,-0.197714317,0.035738254,-0.172606097,-0.165971118,0.415225186,1.592949767,0.290443541
-86.8441,33.5214,843385.2047,-404621.382,8.453333362,9.024831703,-0.074254964,0.678529296,0.178896215,0.857435868,-0.410750776,-0.035003984,1.036759525,0.366952451,0.259831437,-0.038692891,1.505552198,-0.896098287,-0.034098694
-86.5492,33.5453,870196.3508,-399306.0639,7.626666705,8.401250722,-0.085766383,0.680723587,0.207349792,0.933919701,-0.467390731,-0.009621606,0.768450729,0.354208628,0.247835531,-0.061646743,1.52657187,-0.896740375,-0.039804351
-86.815,33.5531,845715.7156,-400838.6887,10.28387091,8.772404283,-0.069574667,0.678625943,0.184876013,0.863300994,-0.412950568,-0.031237192,1.034394397,0.367127365,0.25747796,-0.042664513,1.503290643,-0.892068403,-0.034455457
-84.3907,33.6108,1067154.805,-370031.8022,8.506451622,9.379514557,-0.344417235,0.236436084,0.092927762,1.16856182,-0.445079073,-0.083564326,1.532713367,0.236139051,0.166101817,-0.207380096,1.609884292,-0.896241811,-0.125699317
-117.676,33.63,-1979714.971,-206391.1083,5.700000007,6.725473492,-0.050525423,-0.158967587,-0.359939611,0.195584623,0.987280772,-0.105747666,0.270951759,0.390429435,0.356956287,-0.255571883,0.044010376,0.81784825,0.055164887
-84.2905,33.6878,1075261.831,-360365.5937,8.563440866,8.222343014,-0.343171757,0.186673069,0.068785541,1.126499357,-0.398205486,-0.104146275,1.140132706,0.233247179,0.160698414,-0.219679164,1.582633418,-0.86576183,-0.1311545
-116.215,33.7085,-1846520.707,-227245.8143,5.774193587,6.266392868,0.981329676,0.307422318,-0.608765744,0.161687369,2.488689645,-0.550562746,0.467145279,0.308454545,0.194182938,-0.276172576,0.080351608,1.053808672,0.150975529
-81.8536,33.74,1296661.506,-324174.5696,7.755555559,7.787587647,-0.564875864,-0.225478023,-0.623835467,0.778367237,0.163784446,-0.726770164,0.510944445,-0.044699791,0.109509929,-0.296186995,1.475838649,-0.736245374,-0.30511607
-84.3914,33.7784,1064809.369,-351455.9953,9.151612912,8.136157213,-0.3085338,0.190830302,0.082215698,1.076122961,-0.375544611,-0.084174188,1.124298921,0.248525141,0.160948172,-0.223439312,1.544149795,-0.827182531,-0.124168095
-118.175,33.7924,-2020274.021,-178227.5023,7.132967059,7.582064174,-0.188912959,-0.20407992,-0.230002099,0.152093117,0.670676361,-0.066941788,1.266670146,0.436958982,0.410806075,-0.236596449,0.029925213,0.769994664,0.036145003
-84.4356,33.8022,1060452.369,-349310.8425,8.916129051,9.104507636,-0.295619973,0.202684442,0.086245633,1.058526578,-0.369720904,-0.068905946,1.123340386,0.253855482,0.161486736,-0.223503706,1.534007242,-0.817329629,-0.121325796
-118.189,33.8238,-2020714.521,-174516.6503,7.16938772,7.6491246,-0.174096052,-0.194585865,-0.226597777,0.139630049,0.673901699,-0.074785672,1.268085539,0.442073766,0.413751616,-0.234671963,0.028005677,0.771758374,0.037299447
-117.938,33.8306,-1998092.412,-179084.4523,7.238461515,8.007252708,-0.042800462,-0.132929969,-0.298165332,0.111362976,0.858632388,-0.119324002,0.999579062,0.432044325,0.39162098,-0.239877711,0.029181681,0.80565495,0.052425299
-116.541,33.8527,-1872382.209,-205125.1959,5.640000002,5.245812773,0.890570786,0.298869008,-0.610150571,0.022579078,2.21542257,-0.505951522,0.242621955,0.348591438,0.239235934,-0.266463754,0.061093497,1.017068197,0.138983539
-118.201,33.8597,-2020858.801,-170359.0849,8.43333333,8.249962184,-0.146342389,-0.179271883,-0.227699984,0.123211951,0.686530139,-0.088240938,1.269817632,0.447732685,0.416808827,-0.232566801,0.025837389,0.774255004,0.038829435
-118.205,33.9014,-2020137.394,-165741.0339,8.493150682,7.484949814,-0.109571902,-0.159952217,-0.230990619,0.104776545,0.707488654,-0.106240578,0.948084844,0.453870096,0.419545713,-0.23035343,0.023364707,0.778388678,0.041153817
-83.3444,33.9181,1158229.103,-323727.2667,5.979999924,7.342578724,-0.418142597,-0.094795577,-0.190291708,0.895687726,-0.072774264,-0.290266636,0.563620015,0.161497074,0.129212914,-0.282945336,1.466405221,-0.738168303,-0.195655416
-85.9926,33.9915,916021.9712,-344484.6017,8.131034481,8.243088198,-0.068759062,0.536392742,0.185672816,0.916182526,-0.368232274,0.058639147,0.726024684,0.354847599,0.206802337,-0.137469809,1.455540189,-0.793002173,-0.053116537
-117.416,33.9996,-1947146.898,-171523.7339,9.022222224,9.604413962,0.411922672,0.102042869,-0.452432257,-0.04146271,1.388912006,-0.29844212,1.199966945,0.427330436,0.348089554,-0.243227658,0.027274875,0.897860965,0.093880639
-118.068,34.0103,-2005098.482,-156801.309,7.586666648,8.034254086,0.023444105,-0.086340149,-0.267683639,0.037555552,0.840181398,-0.154731888,1.134800371,0.463499747,0.413730834,-0.227977476,0.017627963,0.808250615,0.055699991
-84.6074,34.0154,1041925.273,-327560.6791,8.40322576,8.430549695,-0.229276205,0.197049384,0.100492429,0.950466326,-0.293416588,-0.031757478,1.043120245,0.283510258,0.157893455,-0.236466688,1.445901786,-0.728554452,-0.110356668
-117.617,34.0308,-1964320.738,-163989.3234,10.16705877,9.13831883,0.329416613,0.064129933,-0.408391991,-0.0400306,1.234252476,-0.267720417,0.95185672,0.443481565,0.371012834,-0.23725674,0.021661245,0.872331488,0.083643194
-81.155,34.051,1354779.506,-280080.1579,7.886813174,7.435351533,-0.453724875,-0.224032952,-0.749682789,0.429130534,0.435317786,-0.846769352,0.796252135,-0.070151214,0.103966977,-0.328204667,1.14095096,-0.428009894,-0.345276382
-118.227,34.0666,-2017823.497,-147313.7414,9.061956525,7.449486441,-0.001245194,-0.09661665,-0.228590919,0.03211627,0.766136693,-0.156070521,0.760629941,0.478033124,0.431384586,-0.221590492,0.013695299,0.793414797,0.049675755
-80.9623,34.094,1371462.239,-272569.3732,6.904166589,6.760709244,-0.428587318,-0.206680044,-0.776448588,0.361109921,0.484141836,-0.869749051,0.840156225,-0.079116245,0.102909744,-0.332564339,1.074277289,-0.368508733,-0.353926267
-117.274,34.1067,-1931796.069,-162752.277,10.72000008,10.04689073,0.628308951,0.220249059,-0.507583913,-0.13596695,1.597325783,-0.385737131,0.878738666,0.432424056,0.337902594,-0.241490394,0.024698949,0.930597615,0.108648247
-118.127,34.1326,-2007208.136,-142254.4278,8.009677449,8.239574202,0.088980506,-0.047143337,-0.256122706,-0.013153053,0.856122894,-0.186107659,0.703166534,0.483038075,0.426586739,-0.220643151,0.010261061,0.813400539,0.059313111
-117.924,34.1365,-1989023.113,-146098.3205,8.153333378,7.935211535,0.222016557,0.019405158,-0.321486639,-0.052018469,1.021541426,-0.233304464,-0.023273967,0.474275501,0.407831452,-0.225141286,0.011496889,0.840970883,0.071501177
-118.533,34.1992,-2041602.586,-126365.6831,7.041379361,7.459136151,-0.08344743,-0.130577323,-0.129178978,0.028616151,0.62750617,-0.147646003,0.372867999,0.506567038,0.465717026,-0.208319409,0.006835615,0.768169306,0.039264854
-79.7673,34.2143,1477139.97,-241393.4075,7.149999965,7.131822021,-0.278993445,-0.104342794,-0.82824751,0.12027301,0.623843391,-0.966926295,0.434357968,-0.119521649,0.097175084,-0.345220763,0.765022478,-0.105551843,-0.384028103
-116.861,34.2646,-1891060.318,-153840.2754,3.384615364,3.368979379,1.073262634,0.465352442,-0.621760744,-0.310109686,2.106722637,-0.561210579,-1.601305673,0.421841917,0.296325207,-0.243871302,0.029434848,1.01158286,0.142313539
-85.9699,34.2886,914593.5974,-311241.1895,8.188888938,7.066500029,-0.038923222,0.459767821,0.158476352,0.841416967,-0.234935551,0.085647807,0.336815172,0.373946511,0.188523621,-0.167948133,1.364418794,-0.702046779,-0.056612818
-93.0002,34.4694,273361.4282,-335020.5496,7.606451542,8.494263201,-0.095799478,-0.576059443,0.271487775,-1.041508369,-1.019231698,-0.101539703,0.75773158,0.663850453,0.443539613,0.317681799,0.514370208,-0.39506401,0.047664817
