UTM-X,UTM-Y,X1,X2,X3,X4,Y,LL-X,LL-Y
585886.875,4513238.5,3,1,1,0,307.423913,-73.982376,40.765633
586620,4516557.5,2,1,1,4.58,140,-73.97323,40.79545
584935.75,4509209.5,3,2,1,5,200.9565217,-73.99419,40.72944
585940.1875,4513269,4,2,1,5,409,-73.98174,40.7659
584375.8125,4503711,6,2,4,4.92,325,-74.00156,40.67997
588142.875,4513945.5,2,1,1,4.7,117,-73.95555,40.77176
589722.1875,4503957,2,1,1,4.64,95.86956522,-73.93827,40.68162
585912.125,4508259.5,2,1,1,0,275,-73.98276,40.72078
589701.8125,4504036.5,2,1,0,5,120,-73.9385,40.68234
585132.9375,4513071,2,1,0,0,189,-73.99133,40.7642
592617.375,4510898,2,1,1,4,55,-73.90299,40.74382
586107.1875,4510372,3,1,1,0,269.4021739,-73.98016,40.73979
590420.6875,4517836.5,3,1,0,4.56,120,-73.928,40.80656
588120.9375,4514085,2,1,1,4.29,100,-73.95579,40.77302
585903.625,4514601,2,1,1,5,200,-73.98199,40.7779
591168.5625,4512803,2,1,1,4.87,65,-73.91987,40.76114
584451.1875,4509193,2,1,1,4.16,90.57608696,-73.99993,40.72934
588936.3125,4521309,2,1,1,4.6,45.0326087,-73.9451,40.838
591061.5625,4505564,1,1,1,0,56.63043478,-73.92219,40.69595
585451.9375,4507588,6,2,2,4.75,185,-73.9883,40.71478
588840.1875,4515413.5,6,2,3,4.57,429.3478261,-73.94708,40.78491
586234.9375,4504683.5,1,1,0,5,105.8695652,-73.97943,40.68854
588105.4375,4514040.5,2,1,1,4.89,119,-73.95598,40.77262
587337.6875,4517015.5,2,1,1,3.8,150,-73.96466,40.7995
591295.8125,4514258,2,1,1,4.4,47.06521739,-73.91815,40.77423
584792.9375,4503449,4,1,2,5,149,-73.99666,40.67757
589426.625,4521900,2,1,1,4.9,50,-73.9392,40.84327
595934.625,4505452,2,1,1,4.7,55.88043478,-73.86454,40.69439
596094.6875,4505424.5,2,1,1,4.51,44.02173913,-73.86265,40.69412
585009.8125,4512915,4,1,1,4.81,246.6521739,-73.99281,40.76281
585045.125,4502539.5,4,2,2,4.68,445,-73.9938,40.66935
588329.1875,4517358.5,2,1,1,4.8,82.75,-73.95286,40.80248
588956.3125,4521049.5,2,1,4,4.93,56.63043478,-73.9449,40.83566
591215.3125,4520646.5,1,1,4,4.8,30.05434783,-73.91817,40.83178
588865.8125,4514193,2,1,1,3.5,55,-73.94695,40.77391
585942.375,4509221,2,1,0,5,150.0434783,-73.98227,40.72944
588045.375,4513839,2,1,1,4.75,117,-73.95672,40.77081
588735.75,4519471.5,1,1,1,5,50,-73.94774,40.82147
587818.5625,4502978,3,1,1,5,135,-73.96093,40.67301
585821.3125,4514346.5,2,1,0,5,215,-73.983,40.77562
589530.5,4519173.5,4,1,2,5,150,-73.93836,40.8187
587459.9375,4499260,1,1,1,0,40,-73.96569,40.63956
588391.375,4504355,4,2,0,4.83,700,-73.95396,40.68535
600084.25,4493354,4,1,1,4.94,145.6521739,-73.81736,40.58493
587698.5,4507915,8,2,3,0,250,-73.96166,40.71749
587987.6875,4507391,4,2,2,4.68,130.2934783,-73.95831,40.71274
587651.375,4500451.5,2,1,1,4.5,60,-73.96326,40.65027
585253.75,4504246,2,1,1,4.95,125,-73.9911,40.6847
585411.9375,4508270,2,1,1,4.44,67.5,-73.98868,40.72093
587988.0625,4501510,12,2,4,4.5,542.423913,-73.95913,40.65977
587234.5,4504051.5,2,1,1,4.17,115,-73.96769,40.68274
589116.5625,4518597,2,2,1,4.97,80.83695652,-73.94335,40.81355
589193.5,4519979,3,1,2,4.83,62.26086957,-73.94224,40.82599
585052.75,4504899,2,1,1,0,120.8695652,-73.99339,40.6906
588515.375,4514628,2,1,0,4.86,125,-73.95104,40.77787
586843.375,4517295,2,1,1,0,135,-73.97048,40.80207
587205.6875,4517123,2,2,1,4,43.76086957,-73.96621,40.80048
589491.9375,4521102.5,1,2,1,5,45.01086957,-73.93854,40.83608
588994.0625,4495867,6,2,3,4.7,250,-73.94803,40.60883
586641.875,4500805,2,1,1,4.29,85.27173913,-73.97515,40.65356
586673.3125,4500210,3,1,1,4.92,150,-73.97486,40.6482
586444.5625,4516337,4,2,2,5,290,-73.97534,40.79348
585757.5,4504314,3,1,1,4.83,115,-73.98513,40.68526
589001.4375,4520382,2,1,1,4.63,100,-73.94446,40.82964
590254.5,4505707.5,1,1,1,0,34,-73.93172,40.69733
587849.375,4513214.5,4,1,2,4.92,274.7065217,-73.95913,40.76521
586406.8125,4503059.5,5,2,2,4.94,655.076087,-73.97762,40.67389
587949.5625,4517638,3,1,1,4.91,275,-73.95732,40.80504
588295.0625,4518944.5,5,1,3,0,200,-73.95304,40.81677
585700.375,4513349.5,2,1,1,0,150,-73.98457,40.76665
570758.625,4488200,3,1,1,4.86,72.09782609,-74.16442,40.54153
589555.625,4517381,4,1,2,4,70,-73.93832,40.80255
583220.1875,4503282.5,4,1,1,4.45,212.9782609,-74.01529,40.67623
588104.125,4507051.5,3,1,1,4.83,234.7608696,-73.95698,40.70967
589790.25,4507481.5,3,1,1,4.69,188.1521739,-73.93696,40.71336
592312.5625,4514685.5,1,1,1,4.5,100,-73.90604,40.77797
588241.8125,4508189,6,1,2,5,150,-73.95519,40.7199
590241.3125,4523954,2,1,1,4.68,80,-73.92924,40.86168
589170.8125,4505320,2,1,1,4.77,92.56521739,-73.9446,40.69396
585810.4375,4507924,3,1,1,4.76,105.6195652,-73.98401,40.71777
590541.8125,4506260.5,2,3,1,5,51.08695652,-73.92824,40.70228
588047.3125,4507850,2,1,2,4.86,200,-73.95754,40.71687
584347.1875,4509795.5,3,1,0,4.65,309.8695652,-74.00108,40.73478
585754.4375,4501727,2,1,0,0,150,-73.98552,40.66196
589429.375,4520980,2,1,1,4.33,75,-73.9393,40.83498
589505.5625,4522694,8,1,2,0,150,-73.93815,40.85041
591187,4513637,2,1,1,5,85,-73.91953,40.76865
585719.25,4511059.5,3,1,1,4.31,148,-73.98466,40.74602
585979.5625,4509365,4,1,1,4.6,160,-73.98181,40.73073
586256.9375,4510570.5,2,1,0,4.7,149.3478261,-73.97836,40.74156
583380.5,4506842.5,2,1,1,4.67,160,-74.01292,40.70828
585970.125,4502446,2,1,1,4.83,121.7391304,-73.98287,40.66841
593630.9375,4511811,1,1,1,5,50,-73.89085,40.75193
586202.8125,4514634.5,2,1,2,0,200,-73.97844,40.77817
585181.875,4512635,2,1,0,0,190,-73.99081,40.76027
591544,4510907,4,1,1,4.62,121.6304348,-73.9157,40.74402
591151.4375,4514190.5,2,1,1,4.39,45.84782609,-73.91987,40.77364
