Y,ANN_YHat,GWRFG_YHat,GWRFB_YHat,GWRAG_YHat,GWRAB_YHat,MGWR_YHat,AGWNN_YHat
5.962068961,4.903584152,5.503474094,6.85204987,5.489513391,5.357435935,4.786760328,6.019972109
5.180769196,4.635097347,5.014091647,8.777399106,5.275369429,5.510309371,6.308633852,5.269147627
4.799999988,5.611153663,5.219382361,7.82359509,5.391249767,5.336648421,5.341386838,4.828169062
6.814814802,5.072044425,6.817377024,9.167664347,7.319692679,7.51958093,6.762200533,6.788445097
5.386206874,3.609222801,5.594041349,6.071532576,5.581231692,5.527428792,4.212502234,5.394761498
7.09666667,6.858297041,6.671483604,9.252326668,6.303690868,6.419587016,6.812775814,7.039539872
6.012500077,7.801607889,6.374852922,9.242377208,6.205356117,6.330982053,6.43351454,6.035925329
6.624999881,8.480046542,6.776256542,9.155129183,7.88978907,7.490305428,6.581210242,6.505009788
8.141379241,7.617378288,8.044667571,8.158153803,7.884847726,7.871326962,7.688058559,8.219889376
9.753409047,7.581272696,9.194888478,9.87536128,8.756118051,9.318002689,9.721691632,9.668325595
10.09999992,7.929461668,10.39279168,10.00502302,10.1577774,10.17250906,10.00478031,9.99430666
8.379999955,8.111841279,8.244110657,8.727391918,8.10903588,8.154226764,8.03639585,8.385292435
8.119999886,7.257453144,7.628937518,7.642520058,7.782150049,7.485207464,7.533152501,8.149282441
7.693333308,7.687572248,7.914896995,8.477630494,8.015738637,7.954412607,8.223705289,7.886833944
7.039999914,6.750836492,7.813589155,9.122433141,8.31916292,8.607101294,8.612886321,7.041226299
6.750000032,5.879606988,6.690605218,5.530935567,6.536560956,6.388705682,6.382079651,6.730032771
9.117241432,8.590973573,8.429219621,8.775426262,8.365846328,8.401548325,8.476480295,8.899950598
7.960000014,8.040994754,7.854640106,8.237800931,7.932486066,7.939849567,8.210614677,8.020945433
6.660000046,7.602069081,7.542043909,7.916258628,7.887872711,7.599968124,6.841071386,6.728138333
6.816666698,5.979947366,6.928775146,7.55241629,6.953931786,7.081687243,7.06431484,6.886864522
7.500000032,8.731789158,7.648906007,8.883532749,7.621143749,7.801145678,7.871985086,7.656058263
9.701204834,8.812901385,9.222641994,9.432811181,9.264971777,9.294139481,9.10936572,10.00240318
7.746428524,7.10256771,7.812245859,7.702461221,7.785340082,7.857310883,7.519546158,7.847240569
9.321428532,8.812901385,9.220903212,9.433715405,9.263266553,9.296020018,9.119316075,9.068616042
8.252000036,8.407775754,8.606332658,8.570420778,8.474995021,8.352169668,7.883127423,8.340455191
8.528571486,8.925280138,8.536389986,9.066604663,8.483632388,8.438255148,8.634758769,8.533037829
7.876666657,8.432214113,7.598011617,8.399499897,7.611092964,7.659090224,7.797717689,7.860924067
7.688888919,7.430363801,7.484548889,6.360589094,7.415060184,7.182892271,7.399231522,7.659430531
7.886666576,8.979386557,8.995642839,8.772456881,9.051769291,9.07700396,8.190640042,7.925144233
8.393103484,8.539100656,9.256054907,8.91468714,9.017405577,9.278781761,8.645714529,8.528102389
8.619999949,9.395470274,8.642406268,8.739491956,8.585808329,9.569110494,8.467344477,8.517406272
7.836666687,8.894348145,8.172944168,9.130928383,8.008393602,8.403897893,7.981490568,7.766541189
8.452173918,8.834422934,8.581391518,8.502719759,8.458506719,8.705263789,8.536419921,7.997184001
7.351724123,10.93588692,7.071047302,9.664597712,6.918029649,6.900142723,6.9700147,6.899217308
6.74666667,10.93588692,7.072563185,9.663324579,6.912384083,6.923486078,6.973408289,7.105760074
8.00555555,9.492599314,8.748345836,8.732268078,8.495192929,8.938243326,8.018653334,8.09282352
10.16428568,9.400621551,9.752675542,9.361069726,9.863258748,9.657720941,10.07817635,10.28444106
9.023333327,9.338861384,9.388321947,8.923650944,9.389338599,9.401786999,9.491986597,8.916505127
9.969999997,8.942011653,9.320614155,8.655267316,9.481704917,9.308585667,9.190236967,10.02221924
11.85517238,8.612460088,8.548917284,8.047204678,8.293423245,7.944165862,10.17039174,11.90774865
9.489285639,9.338861384,9.390901464,8.925847412,9.39492261,9.400655238,9.510091074,9.56410672
7.741379286,9.614320301,8.88911871,9.122649111,8.532986038,9.178805572,9.143866457,7.814986524
8.986666648,8.715113389,8.938755912,8.274337575,8.849424838,8.979894393,8.892374835,9.258378905
8.317857163,8.343917605,8.496764816,7.845610436,8.511174785,8.55568972,8.175266,8.655925104
9.846666638,9.711296878,11.59029051,9.921323287,11.58329202,11.64392192,9.056799722,9.425377887
8.133333381,7.62921923,8.660930037,8.183774249,8.49047071,8.556681206,9.635281259,8.218522226
11.01395351,8.938595442,9.849831594,10.36794542,10.5497267,8.466135151,8.719426644,11.3264714
8.454545422,8.93076147,8.336989829,8.601138759,7.823970224,7.40485365,8.360284596,8.285624481
9.607142857,8.945055737,8.799158502,8.734824964,8.74254441,8.826622556,8.638970019,8.405092983
9.85925922,9.535804146,9.311269273,10.28718674,9.327699903,9.785351263,9.153028119,9.374334637
6.676811562,7.568611477,7.011439356,7.148591371,7.21479348,7.051023963,6.90260374,6.548763278
9.103333292,9.159153004,9.019230903,9.738771675,8.910553197,9.752396934,9.819621303,8.991769976
7.521428619,9.28863065,8.865548029,8.925286875,8.780987206,8.887698967,8.865819271,8.426177616
8.651999984,8.535293126,8.610176829,8.926815671,8.410244258,8.118006193,8.671163336,8.481938942
8.50689657,9.187419954,10.4501621,9.975186643,10.41475311,10.95715959,9.309636824,9.030725693
8.32413791,9.173771419,7.312036385,9.954624941,8.330924437,8.850804016,7.559483456,8.355684992
13.16129026,9.571979361,10.36654602,10.10983008,9.337768633,10.21088876,8.900850141,13.29361102
8.799999968,10.10677788,8.820761723,10.22156708,8.615811124,10.19955465,9.625568188,9.108289598
6.908474575,7.907984571,6.958917479,7.725489568,6.833780357,6.92155508,6.997377794,6.90405331
9.144827497,9.072561554,9.583196531,10.26158212,9.569585224,10.33246755,9.414547292,9.038617212
9.573333311,8.062448198,9.296341904,8.496779841,9.298553777,9.182098484,8.890924491,9.763605975
8.510000062,9.111682674,9.515489187,9.48598847,9.697411917,9.503882876,9.801360852,8.559251968
9.850000381,8.271527127,9.237585688,8.445684696,9.266492734,9.120612753,9.403558764,9.995524865
8.160714209,7.740753836,8.175466366,8.057980631,8.149807773,8.175434995,8.529669252,8.212247445
9.949999984,9.21852213,9.593100365,9.070016651,9.622627276,9.556730296,9.838106858,10.38938355
4.41000003,8.536246877,6.491417363,9.685315679,8.559728235,8.479988735,5.805431843,4.468823633
6.266666619,10.24087875,9.238816135,11.18660194,9.595956989,10.89002177,8.120754167,6.506075178
9.166666627,9.450607726,9.91003166,9.361724561,9.960747183,9.872959812,9.945609124,9.876853566
7.259999998,9.839243623,7.975778417,11.6711666,9.999241557,10.7607081,7.956759655,7.352456555
10.94615395,9.33341426,9.653552106,9.033376246,9.625959113,9.633261484,9.805561182,10.64651743
9.726666609,8.503308164,9.123123548,8.653454315,9.099029662,9.099703933,9.196495765,9.639741897
