Y,ANN_YHat,GWRFG_Yhat,GWRFB_YHat,GWRAG_YHat,GWRAB_YHat,MGWR_Yhat,AGWNN_YHat
6.616129014,7.66102729,7.199629547,7.365601189,7.173315063,7.098229623,7.949827285,7.054369913
7.229032286,7.633078984,7.896878176,7.352992879,7.866964138,7.896542613,8.082709923,7.241790314
8.329032229,7.661222032,8.267791794,7.531331028,8.280705037,8.308359567,8.128231382,8.299623321
7.041935459,7.366366636,7.012838181,6.979202123,7.047177008,6.974080894,6.800919918,6.843760957
8.264516154,7.758327063,7.906442184,7.528949642,7.974013185,7.880267965,7.798557017,7.95681353
7.190000033,7.128391814,7.439616131,6.919540698,7.5003551,7.526206634,7.532015945,7.409765529
6.392000008,7.003368786,6.959909813,6.676146118,6.318989416,6.446961286,6.914972552,6.485001931
7.767777769,7.758327063,7.905602046,7.528526283,7.946840196,7.885851286,7.78563402,8.07602343
6.910000022,7.229203332,7.336920851,7.169885227,7.236442645,7.240717591,7.973768677,7.287589854
7.434523794,7.23363596,7.331091778,6.922431486,6.945037477,7.013757194,7.162660995,7.101249339
7.821428699,6.830163324,7.670766661,6.970872391,7.456932135,7.537163142,7.735038566,8.304001757
7.461249987,7.1354136,7.243555596,6.870673016,6.941621485,6.996687327,6.979870824,6.23159436
8.186666695,7.468154683,7.877246243,7.29327623,7.860135002,7.836891689,7.99164006,8.303098196
8.361290309,7.497224728,7.749783689,7.261793477,7.721039552,7.706481339,7.961990272,8.178123985
7.044444402,7.640966218,6.889436696,7.280380748,6.969460613,7.015852468,7.139941571,6.80019913
7.754838697,7.482878305,7.870250071,7.324667074,7.794689109,7.770640589,8.119447276,8.262472701
7.619354871,8.462354355,8.057070783,7.90318442,7.880283115,7.805536888,8.219818104,7.627863571
6.721428573,7.353960145,7.521850801,7.284095868,7.31698782,7.39228997,7.162853807,7.294642271
7.736363693,7.353960145,7.522448706,7.285037163,7.316335175,7.392487143,7.163628922,7.825241869
9.464705916,6.635173265,8.321487861,6.857375123,8.383100055,8.176753344,7.703180285,9.61828609
7.583871026,8.195478607,7.678664939,7.605666889,7.765403237,7.677296958,7.570229171,7.940343907
6.871428524,7.731676336,7.554998504,7.328088109,7.271121849,7.295282357,7.082317606,6.734743981
7.314814779,7.446719461,7.329927217,7.051167789,6.873845039,6.893432487,6.900549025,6.882034086
8.383333325,7.307919199,7.694200729,7.297313702,7.609551437,7.606537518,7.607974421,8.378822204
7.164130465,7.373686896,7.928690187,7.294800804,7.949375945,7.810340086,7.688884152,7.484485503
8.283870982,7.307919199,7.691658081,7.295630457,7.624111359,7.60328245,7.592908728,8.309631091
7.767742003,7.12504692,8.374896022,7.118571796,8.504483556,8.372786406,7.998859141,8.598819281
7.284999967,7.174027299,6.747327999,6.859986991,6.856755008,6.739696375,6.532100067,6.341670522
6.692857138,7.135454795,6.583957347,6.778122295,6.674481382,6.573284712,7.153217511,6.899382173
4.975000024,6.945948997,6.571170642,6.723907058,6.334772135,6.30243259,6.227171902,5.474490429
5.987096763,6.998694427,6.546281058,6.718511405,6.748444883,6.513288014,7.112178882,6.197019822
7.051612908,7.396017701,7.305354581,7.105040312,7.55130792,7.455764076,7.057170893,7.922529714
6.741666694,7.562052404,6.371528599,7.144510962,6.706136175,6.652055229,6.876534751,6.842141309
5.118181727,7.356273932,7.379651139,7.036474332,6.852322316,6.966815024,6.769225489,5.900423698
5.709999967,7.01266196,6.278867612,6.560984778,6.068425695,6.035013308,5.90303397,5.695174558
8.230000011,7.197231831,6.995910315,7.040363597,7.026317373,6.918780457,7.03732303,7.739901835
7.571428503,7.835468644,7.498100888,7.403502828,7.196873949,7.261773376,7.063862491,7.964470069
1.828571423,4.744595323,2.502271022,4.586138843,4.029882169,3.339276787,1.903060151,1.781926876
7.416129043,7.527588234,7.175192668,7.169128326,7.168354254,7.154949515,7.136455845,6.985398768
8.299999968,7.960142722,7.724787399,7.522067433,7.753182797,7.710342006,7.635014684,7.343698584
6.819999917,7.960142722,7.721940597,7.521569967,7.740764355,7.708722136,7.628083257,7.484018776
7.370967692,7.448103314,7.158030931,7.127292709,7.153080531,7.109415073,7.129261192,7.640321144
4.645454558,6.974466079,6.250737808,6.550503755,6.022239247,5.998803332,5.89752951,5.387200586
6.89999994,7.285486008,6.708040972,6.86813948,6.555729272,6.555977989,6.386755375,6.068288525
7.400000032,6.691693063,6.438490411,6.599641941,6.439647831,6.364812111,6.918984466,7.235698937
6.675862109,7.222838209,6.364411409,6.757054579,6.237315898,6.166103191,6.028344494,5.329610552
3.735714299,5.749505322,4.761891696,7.06507107,4.823476144,5.116750339,4.572711824,3.653079828
8.572222221,7.851085423,8.32818354,7.531091764,8.034312453,8.008800077,8.366167833,7.466733276
3.944827618,5.749505322,4.760062695,7.069165923,4.821136958,5.118956691,4.585839007,4.100553402
7.519540247,7.851085423,8.328056021,7.532376409,8.051420372,8.009422383,8.372479111,8.322653532
8.076666617,6.907564733,7.41401219,6.786275464,7.315822361,7.40446109,7.672105263,8.430516041
7.203225816,6.73504632,7.795735178,6.855692852,7.772029522,7.719335712,7.481203701,7.581825987
6.906451664,6.593856369,6.978949277,6.589401835,7.118760486,7.153159218,6.982566471,7.024696861
8.810714304,7.062772077,7.489865222,6.77551906,7.779219594,7.244803991,8.353180317,8.902696445
7.674193551,6.848639872,7.909049477,6.848785018,7.880616306,7.907877873,7.456413597,8.138997229
8.753260842,6.848639872,7.904285072,6.847589409,7.879619572,7.901502609,7.454060176,8.732813033
5.709677419,5.17994902,5.098845986,5.79874107,4.800672032,5.160895307,4.706735168,5.744970561
6.545161313,6.960779362,6.302888246,6.695099514,6.127573428,6.153723668,6.044026932,5.886486423
6.239999994,6.71048521,6.445507916,6.466984306,6.348106036,6.327521087,6.200932612,6.4962748
7.896296298,6.670303231,6.312818851,6.750556798,6.443860567,6.215468573,6.905444646,6.473262424
6.369230784,6.816954139,6.11206854,7.07564958,6.024288677,6.05821277,6.648487332,7.143009498
6.641935464,6.714228111,6.288785254,6.975632784,6.513342447,6.184345006,7.06540055,6.909429447
5.877419406,7.537773827,6.040644764,6.956224658,6.037500982,5.976120936,6.121135093,5.986540747
6.440000017,8.041458803,6.636005142,7.194035927,6.514033181,6.384264125,6.635557908,6.476201095
7.763999968,6.484331179,6.936895332,6.425836251,7.021474975,7.199913346,6.92735831,7.008896304
5.685714313,6.256460915,5.594718239,6.468938663,5.647390552,5.49532447,6.655519998,6.223495843
7.50689657,6.695655288,7.031302878,6.560420082,7.273418232,7.282726564,7.034852895,7.586721981
7.546428544,7.280892891,7.792147191,7.146397362,7.913137056,7.91031778,7.870989187,7.795580402
7.106451634,6.820658825,6.578426031,6.640040669,6.478539465,6.51638018,6.74286642,6.559009785
5.459999971,7.064534714,5.419352438,6.485791188,5.653849001,5.467442762,5.552915342,5.418032862
6.026666673,7.368843401,6.539863755,6.984968802,6.626255805,6.502494555,6.565172823,5.897178524
5.969999957,7.589318473,5.966084884,7.078540722,6.361971619,6.228503359,6.384740135,6.428920757
6.199999965,7.051579479,5.716566247,6.60607637,5.903633777,5.916753684,5.770887277,5.446743202
6.022580654,6.617441694,5.79025797,6.507760643,5.682955838,5.791906388,6.270434889,6.269120166
5.991999979,7.049220874,5.883945702,6.593129687,5.893773524,5.844384369,5.9213484,6.437104411
6.19677419,7.608874941,6.29717114,7.037825074,6.392690528,6.293776765,6.017857914,6.1519867
6.337499969,7.159575157,6.919235886,7.013164076,7.000667306,7.034663482,5.849748641,6.38708685
5.967741912,7.125121573,6.20904758,6.661241627,6.175635076,6.165718458,5.834218414,5.557903395
7.013333352,6.687885019,6.34989066,6.411131367,6.010658481,6.101565188,6.661423259,7.241223843
6.070967717,6.774336415,6.164701789,6.612190779,5.904233091,6.095706386,6.381054939,5.733176068
5.891666651,7.390443033,6.525981581,6.929152802,6.466786132,6.41060304,6.192441426,6.234236131
6.896774184,7.839178613,6.996714355,7.312977746,6.815557374,6.726698452,6.750021372,6.518864504
5.649999917,6.183000842,5.169700206,6.548869716,5.236670578,5.175040465,5.929049657,5.725065276
6.065517212,7.184910874,6.367430545,6.769008708,6.210917119,6.22831047,6.172458668,5.761911233
7.099999982,6.882798675,6.639636382,6.513301974,6.876673241,6.595330195,6.726357907,7.260037851
7.553333282,7.660526334,7.872038392,7.1849171,7.752384622,7.813986139,7.94752328,8.184212194
4.72592594,6.206098582,5.057257627,6.074804978,5.091988657,5.260121208,5.148655824,4.569179769
7.851612883,8.084355445,8.232272112,7.51534452,8.164808929,8.144801451,8.375747275,8.142479247
7.723333279,7.346344362,7.33125843,6.990626374,7.293929131,7.261211021,7.543391837,7.686821968
7.216129003,7.170258939,7.282539004,6.797562754,7.351244592,7.358599123,7.062457339,6.723172013
5.371428583,6.917295217,5.870424047,6.589264535,5.614541972,5.668318744,6.264906693,5.766088827
7.319999997,7.208017042,7.568730511,6.925582312,7.733203598,7.658100927,7.605050245,7.228488241
8.764516061,8.240020835,8.175386899,7.638276962,8.140283311,7.99759625,8.321535285,7.671214806
7.428947348,7.723927546,7.390017127,7.225741942,7.247687968,7.072826325,7.660295671,6.96610401
5.72903224,6.761135047,6.57623686,6.562069105,6.382028189,6.425981206,6.442639409,6.077507793
3.735483862,5.540731143,4.086102686,5.084333733,4.469448245,4.278841177,5.157901375,3.764461673
8.134615385,7.819265569,8.01788302,7.384622882,8.1778716,8.093935544,8.067707694,7.870979222
8.675000072,7.819265569,8.017847957,7.38481459,8.177935242,8.093877259,8.068432725,8.521366136
6.561290341,7.119861712,6.398709878,6.815326512,6.215356794,6.210528424,6.723901476,5.980649407
6.590322591,6.943573438,6.864803307,6.699033112,6.67112348,6.578598132,6.654862047,5.86142006
7.483871014,7.641496256,7.149802501,7.031474161,6.699098155,6.830606859,7.424313065,7.161250783
6.445833325,7.384236942,6.841443384,6.988577876,6.538245145,6.480380263,7.235621899,6.367785845
6.886206898,7.566420147,7.082387554,7.121480809,6.805749637,6.768029332,6.961828497,7.039286733
6.716129103,6.659494961,6.588184886,6.482958178,6.675618127,6.595250124,6.458741287,6.182206616
6.022580585,6.623343971,6.093402085,6.318274805,6.29183403,6.30941734,6.077214741,5.775910531
6.578571362,7.373081326,7.419322794,7.048966014,6.940060357,7.021428401,7.206471397,6.19353441
5.148387086,6.972845458,6.005364957,6.599236936,6.102146137,6.296900762,5.231458685,4.704143843
5.630769262,6.972845458,5.994968105,6.599443977,5.970428855,6.291688004,5.223738538,5.595878966
7.920000013,8.123796482,8.648258078,7.608586408,9.198658757,9.148135511,8.992444232,9.282840721
5.251898738,6.73873998,5.81218477,6.575625432,5.873699924,6.041698449,5.390507649,5.196466669
4.373333359,6.377411299,5.574001899,6.236274893,5.831196221,5.844789614,5.317522024,4.430506027
10.74482753,8.428337595,8.8839999,7.76969487,9.294407311,9.380279736,9.208267204,9.293190531
10.16428557,8.428337595,8.883938279,7.769947072,9.294743014,9.378391851,9.206238976,9.759563311
4.99285715,6.324339224,5.135991742,6.572480064,5.271406879,5.246873223,5.403133358,4.046857677
6.400000007,7.347400587,7.283238735,7.037512245,6.967055082,6.872351678,7.099428869,5.689643277
6.274444421,7.172536241,6.350894293,6.797675126,5.755828629,5.740090282,6.669934019,5.174291591
6.351612883,7.774859276,7.260773903,7.246414414,6.623726363,6.655634227,7.03291536,5.944329171
8.23571424,8.929967214,8.688655377,7.903014345,8.740105838,8.747222581,9.195766651,8.228935953
8.648275885,7.62222382,7.106088582,6.973958703,7.527044037,7.452467285,7.574355334,8.108725244
6.342857182,6.789122002,7.435875832,6.756513425,7.426041488,7.348973725,6.814417832,6.510230633
6.712499984,8.172423008,7.336427533,7.239120312,6.44505535,6.852586977,7.660131325,6.884456705
2.866666667,5.63081366,4.54553606,5.519525354,4.855644078,4.77874229,4.32323741,2.576274393
6.870000005,7.413866849,7.054399254,7.009445643,6.762543505,6.786314773,7.121060802,7.069693044
5.832258071,7.383255698,6.922668135,6.894970665,6.566846766,6.658594017,6.815475336,6.871258632
7.177419386,6.664370716,6.744629772,6.391606081,7.031847892,6.776506313,6.880063863,6.381845064
5.396666642,6.91601498,6.256353582,6.561427608,6.061348505,6.055103891,6.307744971,5.837658246
6.306666692,7.54294022,7.116701185,7.098362433,6.634974834,6.724866064,7.202327236,6.130579763
6.880645098,7.994087324,8.097375238,7.482243457,8.272759371,8.188661912,7.906297126,7.903943624
5.414285736,6.436096825,5.259748043,6.486557196,5.422580701,5.480951717,5.212526546,5.481513647
5.051724146,7.300130284,6.000221321,6.563223568,5.647401099,6.198016597,5.859158062,5.841530902
6.506666668,7.312985704,7.187861581,6.919418472,7.34464657,7.489697858,7.411540753,6.766714052
3.879999987,6.691096405,5.458824748,6.943629007,5.858646604,5.864723066,4.631135248,4.681429179
6.573333311,7.433518744,7.206030967,7.078064968,7.002931418,6.989818937,7.245514165,6.807480913
3.366666698,5.216697716,4.448680277,5.247586444,4.633087328,4.350515787,5.142032364,3.741114772
6.429032237,6.668603169,6.137004404,6.447220601,5.945211315,6.039916733,6.975959553,6.083338752
6.387096713,6.252537487,6.048692677,6.08437963,6.135310428,6.157198053,6.513300642,6.532283073
6.777419352,7.618535617,7.454077111,7.09041208,6.507310969,6.678301202,7.293068754,6.392779603
5.39230763,7.512406383,7.113507923,6.951267376,6.402746786,6.465131215,6.696017624,5.870811118
6.793548353,7.533839883,6.845234019,7.142929747,6.445414166,6.460379548,7.329450653,6.714474758
3.900000095,4.656838634,5.49795447,4.373440863,5.456999907,5.603616109,3.751290064,4.814498596
5.653333314,7.274452741,6.962510288,6.916904375,6.665075368,6.692131842,7.036938273,6.888320594
5.771428585,7.162399439,5.819793681,6.104142324,5.606601281,5.572663409,6.152711365,5.762379298
5.266666722,6.498545582,6.643787354,6.451328247,6.802806402,6.700060602,6.752902275,5.67567348
6.877419322,6.681121043,6.470288774,6.483300686,6.927411671,6.861743716,6.71026376,7.507650894
6.014285735,6.845211988,6.418186418,6.485385877,6.316093353,6.320023438,6.230953568,6.217650829
5.167741991,6.289803539,4.876732049,5.596895307,4.624640387,4.595589476,5.482657593,5.320687985
8.773333295,7.28043124,7.040575394,6.907415958,6.923718832,6.935904362,7.007780179,7.080022106
8.606666756,7.28043124,7.040463747,6.907385335,6.924386415,6.936305272,7.009173634,7.191433885
6.366666635,7.28043124,7.040339391,6.907429863,6.924541626,6.935560865,7.011648176,6.941298101
6.336666648,6.465354075,6.384343066,6.312102494,6.343996689,6.430658806,6.953599881,6.817345536
7.996774197,7.369051397,7.376960485,6.888657657,7.456239959,7.423505419,7.558868297,7.728984315
7.000000048,7.28043124,7.040594134,6.907171509,6.925511295,6.939256018,7.005086294,6.705233778
3.396774157,5.022938455,5.027082911,5.545864216,5.252055125,5.25567599,3.913813375,3.220031702
5.146428594,4.973887859,5.456091703,5.194026445,4.637885422,4.805254395,5.617658738,5.768054099
5.255172425,6.475269962,5.41930035,6.096612419,5.40161469,5.670857084,5.817425335,5.721588182
5.886666663,4.973887859,5.458035049,5.199150476,4.644061636,4.805301229,5.612231281,5.450954361
6.329999979,6.49121008,6.466542057,6.344495887,6.429689342,6.516814048,7.008080522,6.379482775
5.641379262,6.749243563,5.91870579,6.34912566,5.978273507,6.153917617,6.079851473,6.102518126
7.626666689,5.314598537,5.955306776,5.697311551,5.200759024,5.390743919,5.963006151,6.907425607
6.415662651,6.611531751,5.910412957,6.270255261,5.770402173,5.990318427,6.141340923,5.420419195
9.367741977,7.455724587,7.586350368,7.079588558,8.010417494,7.734621381,7.739284888,8.244719608
5.770786529,5.41753114,5.775471212,5.610456723,5.111466174,5.252767085,6.006808698,6.425456245
6.753333342,7.241615804,7.439871894,6.957066331,7.286717121,7.384372437,7.301027559,7.652382848
8.258064516,7.089983853,7.642035221,6.829376773,8.260118292,8.07837284,7.596106097,8.099776553
5.217241369,6.635436943,5.90696187,6.27396101,5.57000906,5.937407868,6.174958267,5.376424925
4.576404488,5.678973536,4.688091203,6.296546063,5.290504291,4.936922499,5.253652146,4.695016296
8.337931041,7.089983853,7.640455063,6.829652671,8.262075728,8.069684197,7.599087889,8.153406835
5.541379324,5.41753114,5.773280648,5.609257067,5.108911886,5.244805444,6.021088427,5.810993868
9.096774155,7.089983853,7.639051933,6.829909462,8.263760213,8.060482996,7.602001854,8.342399703
9.277419398,7.455724587,7.585669462,7.079809041,8.012326706,7.727728236,7.751456137,8.548728711
6.013333321,6.969819432,6.565669441,6.519907489,5.826098099,6.000513842,6.588963646,6.206746736
8.054838742,7.074906733,7.518022002,6.844463246,8.234311098,7.935428758,7.559629832,8.573040019
9.110526235,4.213468807,5.022769812,3.898305434,4.945667346,4.959463859,4.016412024,8.300476563
5.02727268,6.574630242,5.388553132,6.127960075,6.16739714,6.010787067,5.389137623,5.209463396
6.019999997,7.311655916,6.94319314,6.683529242,6.858225571,6.955726519,6.719457936,6.24802773
