min,mean,max,min2,mean2,max2
1.828571423,6.51092213671823,13.50714288,1.78192687600019,6.48669466622111,13.3403074365003
2.866666734,7.96248686785527,15.62142866,2.81860701533842,8.01286054539518,14.8093009922067
1.953333338,7.55739632902367,19.5966667,1.90050322717348,7.55488381061331,18.8219446269056
1.173333327,8.09076088573984,22.81999987,1.53151306028931,8.03972295611105,22.1122678215972
