ANN_Q1,ANN_Q2,ANN_Q3,ANN_Q4,AGWNN_Q1,AGWNN_Q2,AGWNN_Q3,AGWNN_Q4
597.758518716739,536.11711221028,1113.47805996115,1888.03874132132,187.298240633558,220.356626398677,312.048763383995,638.040764674664
603.052104808929,534.606191133979,1073.36906388524,1880.88571900468,186.363664143414,218.847974926775,309.38698845399,632.499062420184
584.451313394919,540.762297385264,1074.17209468062,1886.87707149991,184.787900231477,217.298570841032,301.588796167237,623.93380359458
593.665954467657,529.367354383525,1121.61194123504,1896.87479589548,185.941251331355,218.770737669173,305.26129383923,623.866299701827
594.068930919049,532.241081832943,1106.15487396892,1884.61294147327,184.301857439104,216.801948979624,299.445725942759,622.882949199508
585.543958734904,531.705049915792,1076.11279077615,1902.63529666068,184.911666935196,214.986814032563,298.227535904514,614.769507331447
585.884268839758,526.683190641436,1086.05932134652,1966.45645945579,184.170869246851,216.218230846595,296.694748592826,609.8651972756
586.166046086108,527.846423564105,1088.94300610542,1965.80088900827,184.437643920309,216.22590517965,297.087706216025,606.77114574996
585.941342503003,528.848149372995,1072.29856628726,1879.86760139133,181.860053475088,214.493217339855,296.355621599415,611.837536013038
590.981748283666,536.857545864317,1081.04922620071,1882.43724294161,183.184115574622,214.360686252967,299.328005368788,613.022595869538
594.24921271505,527.636459217232,1072.28478826461,1881.85832394657,180.990630082546,216.066949072056,295.749886409013,599.350155411733
592.515043583393,527.417327406106,1080.15048239576,1896.87132394577,183.878256112353,211.3187921484,295.219157923136,591.765577065003
588.323383669482,534.312540584178,1071.22347671703,1888.85884394857,183.485335776712,212.407363624138,294.31772012286,586.515923781246
586.459336185779,538.850577353358,1065.28770837061,1884.75937617438,179.196540531677,211.358336915938,292.108946604092,581.155155216363
586.052787712537,533.477939211537,1099.66179853768,1883.39623215567,179.303474837263,214.557349658595,292.026426098532,587.27473255533
591.953501729671,531.062378363462,1068.41617844704,1937.12866204047,181.334046747961,213.149339839412,290.683005159817,589.319157394868
584.582884356537,545.223614700136,1081.59316956339,2005.94271774388,181.18458600998,209.673893992085,290.127764755047,580.311132941411
585.274470858678,531.252355577376,1067.33502616041,1893.70929032831,182.354549474325,209.779173317545,283.788578191114,594.90763912133
587.106776397533,528.267733150742,1077.32049148853,1882.87445575453,180.449494081543,210.174825982918,283.13532729637,571.368680366183
585.436374767469,531.633297385149,1066.80606606161,1885.93797406671,179.944016140049,211.332734636616,287.151494940235,571.539823876418
585.62651972147,528.803097086511,1070.10954924946,1887.17395587867,179.059975369835,213.542276416214,283.070837851949,561.620004003316
586.247159245557,527.087678551404,1070.4685640754,1901.3425880466,177.76277496562,207.354755458102,281.190195942403,574.906855881135
587.910196440141,526.276471655561,1075.11524279682,1883.36314464215,177.339715374151,206.958361903231,282.695011163553,566.095369632917
590.125567596191,534.094422860187,1074.47972588954,1885.11609373816,177.313851110592,206.357222434514,279.503186811741,559.793106190789
589.882091668451,528.644988283877,1094.39162355716,1887.99223763629,176.069979948541,208.063004424889,278.550273315005,560.251430856916
584.916750162202,527.688816614835,1075.21512521338,1911.94955673698,178.695645996891,205.946884788101,277.370480424745,566.444867024305
593.079631872412,539.783970100883,1075.87797717157,1884.44663044073,184.391924567935,207.642784260024,280.773944286298,550.036240143612
587.317955549344,527.750277214387,1073.30579556897,1884.60742532961,183.174777256351,203.981650935037,273.326108391688,553.596056902816
589.909035224038,528.961219714073,1087.12118618713,1888.96017670132,182.448208031067,203.107124355303,275.424363049668,554.456199370329
584.794108067136,536.119038660534,1103.00446985177,1887.5052101487,174.976352816915,203.636218309655,276.172776526976,549.047296389509
588.931899580323,530.21936451285,1082.40919843305,1881.62471038193,179.223818937594,205.493711267416,273.994807697455,557.317795582882
584.752907042991,525.217972326016,1109.22753911801,1889.89112422035,177.471552731355,203.670761638337,274.715901541846,548.571585817796
586.799672524896,539.996175108626,1124.35066566295,1883.33190888054,176.224211444251,201.053525531089,269.811857643962,536.187078847801
586.18470567512,539.904060445893,1081.93109244014,1878.82971183009,174.077612519109,201.229853401426,270.814743813737,541.395695106154
584.408093586922,525.565592352666,1074.36374547501,1890.90956362596,178.039925160476,203.753551863444,269.153465122894,537.088527750476
585.77907973821,527.52798133553,1088.25721984138,1890.70330937311,173.77249302344,200.772514105228,266.74570721385,536.120476544475
585.574985436868,529.463678330923,1080.29350875034,1893.82724539806,176.230351061917,203.246906693562,272.459217669784,533.405120894752
587.263029504154,527.727296875174,1070.13897937451,1887.65343878296,174.52058080095,199.352559750507,264.638682911507,529.201101401178
584.363348442737,535.911815242714,1068.95368854426,1894.6227696421,175.831988788498,198.390201969305,264.406533424094,531.607681044645
588.843470637682,525.248986333308,1065.42235311792,1898.0964316011,176.224157888188,200.465889433612,264.909737087013,522.133597244656
588.477902623534,528.954783243668,1073.062510894,1879.27749725072,176.822832881437,198.395330140772,262.315012212214,527.31508679308
586.572097228395,528.18238101811,1081.84821308969,1878.02144422618,175.245790469513,199.034439919752,260.240586031665,525.821984807499
583.283130176371,529.422482155104,1075.01994254992,1881.74803965357,175.048037949224,196.36567468161,260.982927360624,517.962497099325
585.17960224013,524.122979384751,1087.02721079294,1880.29238675671,172.400107934104,195.26021520093,259.89770946675,522.762279969751
583.913040298227,525.504140101934,1073.31110348925,1880.07615328221,173.440812159594,197.170266514647,271.307255648323,524.725573999682
588.42089190992,527.108000956012,1070.91419804415,1889.72297240005,172.746541681715,195.410464336269,256.705068967362,525.112502790718
588.337286400151,530.317634412685,1066.61536630663,1882.95271988869,172.520489082444,196.355677205274,256.98977129595,516.923673722539
584.490341770903,524.643912184172,1068.01920069819,1880.45140520748,171.899695054729,194.091458072602,258.015576758765,511.374976637547
584.428325566506,530.945752061716,1068.87334094072,1890.29174599438,172.629144523734,191.929577924051,254.789138310895,510.785401537717
585.06258508681,527.195605197653,1067.73510290372,1904.68377296246,171.910447816186,192.666636519494,252.735659438796,510.854694196442
583.321377905558,525.793989378508,1079.78274908848,1897.65906258908,172.071895455322,194.702185280739,251.594897552075,510.242647455496
583.214639166283,527.276200954012,1068.52419930766,1903.12192149814,171.908409382099,190.834217763414,253.927210898805,504.359618746404
583.510093071123,525.205620913784,1076.67131222114,1883.24896623312,171.894766588063,190.43223817524,252.119465448022,508.968858730417
591.885118938275,532.300465242822,1068.28924310812,1882.6250225609,172.253482339428,191.93822723363,251.246357220317,509.272492303763
585.617088120704,540.853249410822,1065.63466992432,1886.09507495276,173.140617473127,195.848183377092,251.539409116634,502.763545717898
583.169448348789,540.865337264706,1075.9195508708,1883.53107293921,171.334196438321,193.56400695796,252.521293551291,502.913025525097
585.203102395925,529.955612909148,1075.25172316866,1880.81636801729,171.950067966121,187.59742045066,247.644615491891,497.880356823103
590.302383495452,532.670821966877,1074.96089295479,1879.028412242,169.833966208672,190.456377963362,248.676986053084,500.782032871907
593.547245527017,526.80821202874,1068.62852433563,1917.5829679175,170.895711761362,189.171613445828,246.585094256108,496.086615785996
587.615696687605,523.462182798145,1084.37946891841,1912.95400161651,173.967521703511,186.971778890043,247.215495614331,491.004901416239
587.255963323727,528.634941851688,1076.3511942504,1921.65635088022,171.904049288757,188.228022396818,245.201553929792,498.06263133314
584.620176535263,528.039186839773,1089.35282356245,1890.81045771407,172.748880967093,187.012813334332,245.368997897199,485.266637624208
583.042345246026,527.097275225557,1068.52894910512,1878.38664738865,171.728589178882,184.598285213817,244.502716168974,484.680174353241
585.318400951323,526.5413993957,1065.55378257581,1879.86088733292,171.129657582936,185.081134786477,243.458986173255,483.781978906118
584.782208306287,526.259908828455,1066.0030634214,1887.39399584055,172.142188404572,185.198874519428,246.41590711828,494.435568402665
582.310085058736,524.537474830315,1077.37456066264,1886.95851150747,172.209037008185,187.051360063962,243.936428303207,486.664619719122
582.977672187114,527.502673226639,1072.8241543293,1881.24597624425,169.114365463138,184.824788701851,244.181096415851,483.434190129553
584.355532763412,525.154004323293,1071.97951310164,1880.77444097377,174.48714117788,184.200496322937,245.479992437805,489.099874697563
583.545160831422,519.496530747226,1067.29892370311,1880.79004685716,167.790855182292,185.83310786068,241.613714484869,477.09675964651
582.745149844181,518.651308010815,1062.92056212465,1909.52331611206,167.966890422456,183.224080029949,236.792838955559,477.887631722373
587.073269305055,528.423354897962,1067.39168966266,1893.25137071075,172.687741709182,182.129902682361,243.550782436703,479.561358470586
585.482303140246,519.916947507497,1064.06371902494,1882.13856377654,171.86751062442,183.945121992412,239.715106852183,473.263893036707
584.085846695818,522.944990247091,1072.14662284453,1881.29168304862,169.070370292682,183.090960907961,238.415061830117,477.578410841607
589.941651482868,522.051101321092,1070.87199622662,1884.67770072588,168.426917794281,181.773587333792,239.144356062642,480.274357460602
585.024475308805,523.414773496018,1082.14698460102,1896.23400602801,169.084315675004,180.415469610702,241.220414851075,485.076194288113
582.4011435713,522.082961528116,1087.71138922938,1882.88095642896,167.196369095919,183.112560503925,242.808845303547,473.944563542194
589.999810009502,515.790402041373,1122.75372382392,1876.9614728049,168.740296226672,181.745936166908,237.822162528277,471.876895880161
582.603554155116,515.407719783026,1084.85832161028,1883.55425986056,168.465255031972,181.179565467957,234.869314906702,470.511271076561
582.759745961053,518.432067298909,1071.07203488148,1912.10807498826,168.60272216906,181.730289667232,237.206761749845,476.647734268159
581.825896935738,513.18089292529,1072.01098726251,1886.68592720433,166.484679575306,181.54281191159,233.807012293282,472.671198495771
581.74358135141,516.969420452524,1068.70146630768,1893.1349769709,166.901266377142,182.195407187669,229.508263852619,485.820464678399
581.511229783397,512.92081297037,1080.65956157909,1883.03907530452,167.491799105427,180.175173551654,235.495989046017,479.938026008523
583.841232216004,512.03669763189,1069.58635733143,1882.12467461046,167.620219934019,180.317172752818,234.783382705201,469.617957392244
580.532140058087,512.216716042587,1063.65020918077,1879.86866019765,168.060877573436,177.808543864323,245.724187785173,465.095623581634
581.799104186786,515.011067028164,1064.47100808008,1877.43276552944,165.738885017054,178.5785447793,235.557537937229,462.631982016977
580.244326094023,508.914898886405,1073.26726494774,1882.19964882497,166.736531865547,178.562386611851,234.667749352659,465.279732428453
580.141475087169,508.868826671946,1064.55208678636,1897.32269785099,165.263983079657,176.815169855987,228.439144356594,461.327572670809
581.30450404898,509.493457902616,1063.02945699527,1886.58652773968,170.681952020184,175.682435485172,228.379530456241,459.619223853407
580.976575059809,508.109425010153,1062.86603373348,1916.33823873968,168.927394497776,176.818725885593,229.894460357261,466.101070473619
583.640573708701,509.564050033966,1065.36051094175,1890.67089011373,167.330402796936,177.014159756726,226.535100272239,476.140583736275
586.726382283072,504.935861994498,1068.24703960937,1877.2440449083,165.518779504305,175.892358298854,223.297560369252,465.643840452524
579.124312822094,508.056315088394,1085.47166612274,1883.64895847985,170.494537142599,177.149302840761,225.725456945104,458.414042632015
578.869654809808,504.382535612608,1180.59047192781,1883.63122495472,165.884734445124,176.531488458375,222.807404957827,461.378383640508
580.922317272331,504.628257788016,1099.59085358508,1895.67609073309,167.151463833986,174.892332782422,226.722715951896,458.507816144253
584.362584059579,502.382490370081,1076.33874454668,1891.97578451865,167.195312688081,173.380892637439,224.835859921808,453.524453741887
580.631194883164,502.371121535143,1089.06892789396,1902.0386625335,168.187603358389,173.958181915599,226.575241641842,456.418739699028
579.976955249291,500.193914255056,1084.27402717453,1888.71762008077,167.280284061172,172.7245990203,221.631745385458,462.976373541072
579.937061475798,499.896171658251,1068.68678362132,1881.80793521861,164.401737810676,172.475978876424,222.9401406001,457.966585028536
581.888595198075,497.164178554945,1074.32226409149,1889.53786761356,166.405805980535,173.614106845689,218.756784895515,453.488011390688
578.354671576741,502.96883913787,1065.47059631911,1888.43851727635,164.503111165784,172.919231336089,218.481593600148,456.154736237516
582.133481986313,496.070948973773,1073.7068006544,1898.11755330071,165.874641991479,173.732578283407,219.459995328186,455.035642246808
580.106456807184,495.343059403723,1093.33081281385,1894.03272878488,164.27438054068,173.275506922396,219.287328791771,456.180524252574
581.416290679293,493.304000775213,1077.99998509022,1886.15100356682,164.879343485399,170.109439491573,219.595635026686,458.783138335262
580.319757554275,492.732716193098,1078.15027389822,1919.12862356664,163.202133095561,169.179336127749,221.948993617811,511.258613034967
583.375829224725,492.936686386075,1064.53502016179,1879.33003174376,164.092110650543,168.867119837325,220.471446732487,450.615780626057
577.747254017069,492.769661231292,1062.97280732157,1883.00135322911,165.456145208556,168.908519002971,219.035056352321,467.298501087503
581.060843077475,490.626198040778,1075.30502635218,1879.15770365901,164.754583439477,168.281966165305,221.270354306245,448.315745483369
577.261979350591,489.017177797985,1063.85837553343,1886.23614463808,165.259790459942,168.99827042182,215.125912860114,443.787446860644
581.233761583083,486.715047697858,1078.62045199274,1910.49475946832,165.976758589961,169.168668361915,216.470687381925,447.54541799055
576.156360705521,487.891510382516,1064.8150776612,1881.41650161034,165.419248783043,168.613366141445,215.213990554389,464.696828109487
577.709965187171,486.224414720248,1065.50287656066,1880.43884978163,164.876073122723,169.205220309567,219.876287641749,468.37734425692
576.987021149153,487.671450210784,1063.36263197004,1877.44695568932,169.913740711761,169.017273408249,215.53261661121,462.233831224412
586.390559535452,481.505476120091,1068.45955028031,1892.00303571304,162.368880260115,166.954172109813,220.582498962259,457.84906223692
579.842141733368,480.675085720881,1076.59741874537,1898.44581378329,164.235503277033,167.250582921755,221.015193863811,441.265160943417
597.887318368149,479.172997633289,1064.70723128758,1896.21229256827,166.232349708809,166.657682094876,217.155827319852,454.012815647487
575.953172459856,483.513192924051,1064.64089149919,1886.72798331404,164.654170489273,168.934006210793,212.251393727843,438.734831115265
575.567970174007,481.028523961792,1101.1125310243,1883.97465805841,164.43684174262,166.818537081211,221.310422466319,443.462966045301
576.055691813275,479.532002365821,1066.4760624577,1881.35764161536,161.955691024208,164.67181360753,211.981639501617,453.350229375675
578.052842237279,476.156288532293,1074.49057870397,1879.91001304574,162.474123086414,166.124443601898,214.86348505105,443.816649406956
574.071699457999,479.514533413332,1072.93965369269,1884.84992132461,163.968690647717,166.26636086782,210.755779577224,453.960590795472
574.54141824673,472.332915855982,1075.46267284146,1876.47451929013,169.367685661342,165.160858708185,213.935080020543,451.573259398061
573.694303042491,474.187587626298,1114.26345608595,1892.50749871133,162.855858067209,164.580992073236,210.586874626239,448.738715974129
573.368034709236,478.270724697391,1086.74507083556,1885.28054136436,163.815264326445,165.489076107935,209.436103748557,451.140313248275
577.347733360529,470.11671748295,1076.39864380742,1882.60272873526,162.690367022119,165.61779864617,212.188705524899,446.712304724335
573.29692087478,478.342494311279,1064.65720926423,1877.32360910824,162.828252754906,163.936664608913,215.337257241762,441.738162673576
573.538804588578,472.420130185952,1064.42594998024,1877.48336968943,163.268675867523,167.170402278916,206.581457301874,443.072803794102
572.225708615688,470.682784239513,1071.85079346101,1895.21625207053,162.332713936512,162.516578046123,205.013461100075,435.509651120439
572.689907983808,467.968425061955,1068.50205082372,1875.57026457884,163.122473235399,162.379583559214,207.597878027105,452.399022722049
571.951959397925,465.943240613469,1064.40110289288,1875.88684435598,160.075792043636,163.472491067686,216.574777175695,458.848282567459
573.430475453422,469.138977858778,1062.99031786058,1874.69485266078,163.106017186982,162.628052612456,215.142083453449,446.536015821202
571.075014651308,462.769509550642,1062.48006581734,1889.71292651333,162.626929309854,162.574759133882,208.271395039461,440.045916516861
570.854251782116,468.124840985688,1068.65444727902,1905.28343405266,162.912663495411,162.645643092085,207.662961750171,438.320631934427
572.066320555688,464.079363353823,1081.15521310077,1894.18973887996,160.240965076898,163.966093281547,206.569322443379,447.906731549752
572.558251741469,460.623884781681,1067.25878464828,1875.11388371263,164.54027655771,162.290164428048,209.627259070168,439.135387602634
571.608235414095,461.810084981502,1063.6877287024,1874.63681762427,159.009116844212,159.54538745967,205.898291969752,435.532859852896
570.48712623894,460.373867870586,1071.51548823918,1879.80560427556,161.19728402395,162.129725142773,216.715668547221,433.086671588437
570.334488714847,465.490922282925,1066.75885843376,1876.51494927267,161.169358053175,160.505683946139,204.719660566941,454.416055919644
571.260595508472,471.944630139982,1062.4380033568,1880.31415416324,160.253639650743,161.75355506407,204.976025702145,442.217170685756
569.721855823256,459.117660853908,1067.00358263165,1887.40983178993,161.251950275591,160.617801464401,200.041581649529,434.891164974772
568.685494140857,463.556166175605,1064.62443475351,1873.54523662507,160.175472939902,162.839997210074,203.896787155962,434.226803886922
568.514614461091,455.155847648308,1069.91310898635,1891.19946506351,160.338256859471,161.025262676573,203.635828617965,436.285967935787
567.118249291389,457.815579927865,1065.28887919417,1881.60702039694,163.512128154059,161.311702818887,201.9835209301,434.253171889105
567.774032491493,456.355820504332,1070.86103291868,1877.264146849,160.973602136938,160.257099705266,204.392363028523,431.946791337948
568.244607094853,453.877179167654,1070.81509221153,1922.1123424977,159.945217823631,159.639739975734,203.563037305363,425.374982561407
567.863576085817,450.940801398517,1064.80903659844,1876.76103171448,160.435702690226,157.837700936405,205.323063878658,428.810766913776
567.297291668941,478.097002183725,1071.37967420526,1887.17786646623,158.31083798192,157.367152789437,201.573884646711,436.980304379479
566.120091185535,448.462039454691,1063.64095214231,1879.46951961483,161.255586405922,158.97107024984,199.163770111642,432.085576250479
566.225548135392,448.193648995907,1080.34970534755,1875.03199794961,160.912299879192,158.640787700258,198.561318911962,433.89929850472
566.250902880894,449.686711648059,1066.12519209695,1873.32393325618,159.485684530139,157.821712150679,205.591581477545,431.252059793158
572.262994896599,447.593995302073,1075.2841018021,1875.33356943926,160.242823340968,156.621536501853,201.571158144739,437.096334298027
568.889265665105,446.320544274915,1062.18147333193,1885.22869260862,158.260801932248,159.337068436678,201.749598448463,428.751018339296
565.456574771068,456.26529154834,1065.47174608764,1894.23090460279,161.663368185972,158.760634668114,205.384163722565,425.749634206069
564.360195119526,443.220086714004,1077.14985346121,1878.69134841533,160.361318025406,161.996435905229,199.189039677405,425.22734098124
563.893830955711,442.733825591394,1069.42869430352,1882.53808209555,159.586290751271,159.214361565488,197.582895201494,437.515874349232
562.486857670303,445.889394520076,1074.83008171182,1880.82166994056,158.589678329162,159.027050520456,194.455142611613,426.232473481608
564.155526189687,440.857038074418,1062.24756769323,1887.46352430755,158.215408030141,155.0823020442,196.121896603209,433.083562628243
562.136608849885,440.047030493464,1062.05181616857,1883.21800928215,158.890725400743,158.168446882051,195.586013812695,434.221888483533
561.906717583026,441.41110302214,1067.55288642682,1872.18493789861,157.579366999566,154.575897979473,197.419148833886,423.523116641487
561.096844467433,438.845863965715,1070.75857979843,1875.20143435033,157.890611498006,156.838494178021,193.704033059877,423.385295974053
563.346025960234,440.145486574777,1067.51319479428,1875.43198674622,159.086376833136,155.93956675503,197.488032533472,426.437758016208
561.703455940701,443.415048857514,1063.66039980906,1874.2537423561,157.181075402129,156.056743459388,199.204014375375,425.919438327077
560.689901799483,442.885671150628,1087.17008718925,1875.32553254138,160.764287878243,153.753351906456,196.831101619681,434.994005103879
570.160062189217,440.323453909246,1085.7356690535,1873.73583680427,158.900880845925,152.607997527179,197.280671170041,423.518829343959
559.493599374116,442.475719160371,1062.18896365494,1876.42134358252,161.154086997003,154.423634462309,194.478595277282,451.101921882784
561.413123352213,444.072351765521,1091.98803928886,1875.10419257113,159.621406683496,154.194579835261,195.04661914131,420.091199711803
558.970240031113,441.326185531398,1087.06192830853,1874.2079338452,157.338559197611,155.521957592474,207.59148745467,435.796749245312
557.84694388733,434.532123524767,1102.48537531322,1873.40901081633,158.900331041644,151.183012669355,206.609265539626,427.057690259022
561.621370314995,433.888810698973,1082.11810915523,1878.5962421148,158.055485742757,151.736342246373,194.907541114003,427.175480397372
558.209067511203,432.605923385348,1062.85405330155,1879.67049529205,159.423341075776,154.955291269748,196.254419189891,429.803984159834
556.044097037067,432.313604070625,1073.66041261885,1878.91854909457,158.179663429777,152.464254267973,196.704356375968,423.129711211112
559.474787951303,432.148127721202,1066.25869734332,1884.26292249408,158.366926693525,151.442318276832,192.630279264596,425.658489940064
556.299070404409,437.565864423631,1063.16380597161,1881.48457891211,156.638639936716,153.980588866118,196.812435180808,430.365345034765
554.693231578795,444.27299247851,1061.70994179267,1874.92119859703,159.028488335072,150.065849701216,199.446950847955,427.938630540414
561.285543734062,431.468675641722,1073.00813988234,1889.7210851293,158.017364421509,155.718219712144,198.970232838632,437.406574136616
555.314461251658,441.066969404981,1073.85204998326,1896.96440965606,157.570696082561,153.741821644154,195.538610814362,455.210583488315
558.015908624284,432.786735658951,1067.43399019387,1881.24995618433,156.701254148141,151.338073130349,191.374154966269,434.927013628609
555.414699187055,432.870703573961,1067.29003877728,1868.93338313443,158.060875612514,150.38338276805,199.548890426274,425.394331450695
556.217651071673,430.265967791357,1067.0943993184,1909.06937996287,158.636906464742,152.07596639982,200.322535297933,425.103578264874
552.966586134905,429.743831739814,1066.51404316158,1905.17520878098,155.010291160104,151.884912258656,193.149310688186,436.511887751088
553.635439429716,426.715009556715,1065.99719016393,1877.34261567294,154.761563631805,150.116558019214,192.034072308218,424.645035420849
550.91700501055,428.336423281307,1071.19219587515,1873.90921261051,158.205820763917,149.748614285835,191.412963653543,440.370791865296
550.898261316647,435.070805493781,1062.1607164555,1870.3456889699,162.428610384562,150.690820864985,192.219027497366,422.112416098658
550.557509883508,430.137969399945,1065.86851545527,1894.03031332503,155.300280465172,148.07794280018,190.201693008415,413.44235911986
556.980136031603,426.849906793442,1062.44418341301,1890.84580298079,155.081593568866,151.807091269919,191.621205361176,417.971094064062
551.866659718312,434.048249229324,1066.3539499783,1873.62793280965,153.971641456851,149.462661300385,188.084595843497,421.996493269834
552.542869515676,428.129953978148,1064.12858324483,1870.78582042234,156.442495640523,149.534886429319,188.757737977651,426.610263274347
548.354463015304,434.274871226376,1067.17791312924,1875.28089783543,154.90321072605,147.873035031058,191.595657790492,414.653734385092
560.387417105431,426.217057501161,1064.19393797802,1872.85121232712,156.455353758078,147.922607698123,188.613062281996,415.274647352396
547.584105343102,425.934802887265,1080.5451965163,1869.55552572451,158.097869564435,147.163134154373,187.661485903598,419.85600481149
551.984987192321,425.967248199281,1066.09673537584,1868.31289286634,155.766567265539,146.841664499341,187.4537343524,413.514360643156
551.353179415451,423.150460577348,1062.56535354944,1886.68786306529,155.893746508927,148.312489089156,189.067584151688,409.769884130025
550.640272130598,423.451013830043,1064.78541441558,1867.73376436392,155.639379837055,149.728596283175,191.386364250397,416.782836016839
546.75863198603,429.02181682051,1067.59993593918,1865.14531769079,156.787608573998,149.313305480081,188.490786054545,412.616573033086
546.893553426296,422.17370386042,1062.61188557523,1867.06460557439,154.316614873022,147.743122375306,186.24900144698,420.851564606938
550.589846381137,422.101591909122,1065.32403971496,1872.33057301273,155.891034082741,148.567658126985,186.601733826873,411.873696386557
