ID,pr_ann,pr_gwr_fg,pr_gwr_fb,pr_gwr_ag,pr_gwr_ab,pr_agwnn
167,0.769144167,0.977302454,0.819361851,0.974515862,0.976396266,0.987436273
168,0.785948772,0.977428804,0.829034091,0.974647374,0.975748671,0.988543763
169,0.761439003,0.977935008,0.809211272,0.973979749,0.977579382,0.986400455
170,0.79854111,0.981300465,0.835020397,0.97731976,0.979724361,0.988935605
171,0.748270306,0.977157312,0.794146334,0.973415966,0.975823644,0.987012161
172,0.756592074,0.977873461,0.807882771,0.973527956,0.976200681,0.984477227
173,0.745295369,0.977230728,0.791744909,0.974726182,0.977070022,0.987100747
174,0.749586376,0.975303087,0.796959401,0.970388951,0.974123077,0.98663911
175,0.757788641,0.975603438,0.80134628,0.970837992,0.973529454,0.985704765
176,0.77604985,0.980502224,0.820319534,0.976138881,0.978988199,0.986318365
177,0.761731028,0.978153846,0.8170916,0.97326434,0.977401588,0.986582849
178,0.762021395,0.977166044,0.805576407,0.972355396,0.976097753,0.986636366
179,0.774599286,0.978392831,0.815773365,0.972711981,0.97643415,0.986388801
180,0.761535618,0.978221574,0.809425701,0.975245599,0.9768904,0.98806935
181,0.752803383,0.976739896,0.802425584,0.972706417,0.975204828,0.986970981
182,0.712398357,0.97332428,0.775397859,0.969985535,0.971495523,0.987407485
183,0.75063868,0.972968793,0.803724639,0.968707757,0.971589555,0.986966764
184,0.763888653,0.977737893,0.810083249,0.973763353,0.97633963,0.987246957
185,0.748721589,0.978208767,0.800082118,0.972697593,0.975414325,0.987200183
186,0.78060471,0.976992131,0.832297986,0.972846742,0.975447681,0.986579481
187,0.75045504,0.97067624,0.800528735,0.965156099,0.96887896,0.983862456
188,0.753803139,0.979089179,0.805375969,0.973556487,0.977270582,0.987667595
189,0.754658603,0.975207485,0.797750903,0.969623746,0.974043975,0.985966529
190,0.805479887,0.980084513,0.840362113,0.975941309,0.979267785,0.989011955
191,0.777622548,0.976185152,0.818278646,0.972604196,0.974563127,0.985729715
192,0.790030565,0.977634029,0.831524456,0.973170739,0.975582374,0.989077828
193,0.782069491,0.978727508,0.830750588,0.974708558,0.976328295,0.988467783
194,0.745873123,0.977286562,0.805291046,0.970662815,0.974667807,0.987346798
195,0.745191086,0.974684586,0.797579053,0.971104436,0.973528747,0.988152135
196,0.74643932,0.974040909,0.798598937,0.967448013,0.971048854,0.987624821
197,0.770124622,0.977200334,0.814836222,0.973085362,0.975667032,0.987067013
198,0.751702147,0.97679642,0.79868287,0.973440584,0.976072841,0.986054095
199,0.767642833,0.978011119,0.810747842,0.975081954,0.977235359,0.988326465
200,0.755757886,0.978959528,0.809946878,0.97509414,0.977773599,0.988703677
201,0.792289792,0.977282713,0.834035011,0.973814878,0.976523768,0.987927041
202,0.752640231,0.974403271,0.805590072,0.96875699,0.971702265,0.986648694
203,0.760276496,0.977643369,0.801656782,0.972509216,0.976386013,0.988676732
204,0.766046642,0.973869923,0.818648985,0.965920651,0.971152294,0.985009518
205,0.758031723,0.97801332,0.808092883,0.974977688,0.976911829,0.987591348
206,0.79378035,0.978565308,0.838003953,0.973906454,0.976066981,0.988587358
207,0.772684114,0.978936449,0.813839055,0.975300218,0.97844671,0.987214449
208,0.730144243,0.976023903,0.789147892,0.971105035,0.974740821,0.987390628
209,0.773671465,0.976517926,0.818295322,0.973280123,0.975172756,0.986373924
210,0.788115596,0.978062163,0.834103422,0.975151211,0.976045849,0.988402917
211,0.808822208,0.975594271,0.848424557,0.971018088,0.973096053,0.987801336
212,0.792529663,0.978585774,0.831287337,0.975193909,0.977020179,0.988669365
213,0.773729006,0.978725112,0.82339668,0.974962107,0.977380891,0.985974844
214,0.807459785,0.980344357,0.851424403,0.977987417,0.979086186,0.988809576
215,0.773622884,0.976391874,0.816878501,0.970490919,0.973846889,0.986625312
216,0.763336354,0.97646657,0.813153257,0.973551818,0.974553166,0.988658419
217,0.744172761,0.975917969,0.806338595,0.972950752,0.974800566,0.987897524
218,0.759906657,0.978113384,0.816466613,0.974059916,0.976163708,0.987335481
219,0.765975389,0.979650418,0.814820425,0.973612314,0.977439536,0.987051865
220,0.773318302,0.975277615,0.823673555,0.970638243,0.973721754,0.986715015
221,0.765070261,0.980287648,0.808393745,0.976589088,0.978936252,0.987285877
222,0.792713445,0.982551547,0.833764811,0.977480931,0.981215788,0.990079482
223,0.797131802,0.98143249,0.844686763,0.976901967,0.979868093,0.989656411
224,0.757406728,0.978143218,0.809710523,0.974660019,0.976594705,0.986801504
225,0.771004054,0.974988201,0.818609166,0.971012358,0.973290887,0.984936448
226,0.797641377,0.979368415,0.841787461,0.973499718,0.976535617,0.989675675
227,0.763187186,0.978260479,0.808348881,0.974505867,0.97746698,0.986915922
228,0.768265279,0.980038782,0.820991934,0.973755665,0.977466376,0.987278427
229,0.760504309,0.977857546,0.81749671,0.972283193,0.975781763,0.989284754
230,0.765219369,0.975732926,0.807754067,0.970721472,0.974425227,0.986779453
231,0.795298316,0.978095064,0.833333434,0.973759122,0.976749219,0.988377585
232,0.73137199,0.975604168,0.78383111,0.970255325,0.97405431,0.989437846
233,0.779710485,0.980506876,0.825516826,0.976285084,0.978830278,0.988134066
234,0.788314248,0.978996709,0.828859079,0.97387002,0.977323896,0.988957378
235,0.758176055,0.977251673,0.810513095,0.973247876,0.975299668,0.987505347
236,0.7702294,0.977997366,0.819562908,0.972595634,0.975460373,0.98963274
237,0.74159143,0.977928739,0.786069917,0.973605995,0.976772021,0.986213653
238,0.768236954,0.979170983,0.817229756,0.975417082,0.9780049,0.986170497
239,0.763996049,0.980781321,0.812746549,0.977190854,0.979943789,0.989666782
240,0.754612998,0.978619091,0.805650462,0.974267654,0.976808513,0.984524856
241,0.784406155,0.97835438,0.831532301,0.974741916,0.977173723,0.987618106
242,0.777971496,0.980099115,0.82464235,0.976242567,0.978279612,0.988256842
243,0.797673075,0.976356484,0.841080678,0.97223387,0.974116534,0.988072295
244,0.768650981,0.976909825,0.818414534,0.97238257,0.974488049,0.98602527
245,0.750988041,0.978720742,0.81008183,0.975808818,0.978108427,0.988929949
246,0.766325857,0.977180932,0.807055945,0.970932496,0.975741622,0.987211219
247,0.75991634,0.976186448,0.810606147,0.972434689,0.974147079,0.986368883
248,0.76555077,0.976894247,0.804355791,0.973356599,0.976362278,0.98426114
249,0.754028997,0.977601111,0.8116191,0.973521041,0.976136337,0.986102863
250,0.783341473,0.980157488,0.829226859,0.977590194,0.979093345,0.987605428
251,0.717602342,0.970695249,0.774571464,0.966384332,0.968269177,0.983985595
252,0.783640777,0.976558807,0.825646967,0.972192001,0.975188417,0.987390258
253,0.771190254,0.978611761,0.820577218,0.974694948,0.976367665,0.988051672
254,0.772731873,0.978089346,0.818445111,0.972596185,0.975806573,0.988506547
255,0.774711111,0.977621902,0.811176896,0.97461315,0.975879876,0.985932164
256,0.783919408,0.979650192,0.832526997,0.976192789,0.977590926,0.989255928
257,0.760589742,0.97694089,0.801978773,0.973462417,0.976098373,0.987318216
258,0.786515554,0.980602228,0.830381562,0.976373781,0.978680879,0.988208589
259,0.759149123,0.976941387,0.812307987,0.974852271,0.976374522,0.988043187
260,0.79347227,0.981093085,0.844395511,0.977475988,0.978614421,0.9879223
261,0.800974605,0.97675067,0.843251359,0.972763745,0.974831491,0.988578671
262,0.748925666,0.975978837,0.798080082,0.970952687,0.973533358,0.985492773
263,0.763678709,0.977391896,0.812262451,0.973254611,0.976568674,0.983775403
264,0.803354551,0.979270036,0.839803381,0.974847591,0.977774125,0.989192221
265,0.734754065,0.974993214,0.79071583,0.96995068,0.9729511,0.985887061
266,0.793334347,0.979498737,0.836006699,0.977161356,0.978900486,0.990138835
267,0.759409397,0.974303375,0.803266446,0.970993131,0.973025097,0.987233557
268,0.745442623,0.97618176,0.800233943,0.971495011,0.975150649,0.987394083
269,0.769996499,0.978339366,0.814266467,0.973954555,0.977045989,0.986166612
270,0.731302361,0.975426347,0.78451555,0.968786504,0.972760292,0.983522403
271,0.792168083,0.976879016,0.834652516,0.973961784,0.976321438,0.984666093
272,0.748533746,0.972731845,0.800882424,0.967723199,0.97136541,0.986476511
273,0.753729744,0.977018664,0.798302218,0.973822214,0.97664029,0.98697237
274,0.766887925,0.979535873,0.813198074,0.975565027,0.978440398,0.988045442
275,0.761644278,0.979530194,0.809606535,0.972768715,0.977045002,0.988320178
276,0.753591158,0.974131417,0.800522446,0.968290189,0.971237351,0.984578261
277,0.767721329,0.976202755,0.820857805,0.971478807,0.974467087,0.987635698
278,0.763799876,0.977924528,0.811279923,0.973659647,0.976314081,0.985991925
279,0.761870013,0.978654182,0.816141012,0.975669338,0.978016266,0.98893173
280,0.803885577,0.980100195,0.847884103,0.974714918,0.978050885,0.990546413
281,0.713329012,0.971074353,0.772712437,0.964922963,0.968003367,0.983988611
282,0.779117162,0.97664622,0.824341596,0.971450695,0.974807635,0.986541823
283,0.766403307,0.979984424,0.813297578,0.975720805,0.978582562,0.988292479
284,0.790568265,0.977689848,0.835748699,0.974003243,0.976228501,0.988550324
285,0.729426227,0.976361913,0.779595114,0.970512446,0.973820095,0.987343701
286,0.786700223,0.978175999,0.821094075,0.974499776,0.976336289,0.987281507
287,0.783048065,0.979918217,0.829252324,0.977008802,0.978515391,0.986837992
288,0.783283471,0.97568295,0.831555037,0.971157069,0.974852749,0.988159155
289,0.796173076,0.98066987,0.834876383,0.977158494,0.978592518,0.98883244
290,0.759431339,0.97409182,0.809285418,0.96908999,0.972169323,0.985895182
291,0.774678336,0.975886362,0.82452565,0.970046837,0.973246537,0.987897469
292,0.786849538,0.977837647,0.830350283,0.974309677,0.976532023,0.986012475
293,0.76396341,0.977706177,0.816401222,0.975169558,0.976523627,0.985948168
294,0.803677594,0.980102533,0.845486671,0.974984522,0.9782566,0.986197902
295,0.776075645,0.980128458,0.822698683,0.976201158,0.979015528,0.988149716
296,0.74464772,0.976861871,0.810778465,0.970747575,0.97426391,0.988132597
297,0.768439371,0.977329789,0.818176835,0.97201646,0.975492622,0.987149583
298,0.762415594,0.978491466,0.807742957,0.973359365,0.976463583,0.987525411
299,0.773012408,0.977561227,0.822430002,0.972430446,0.975504923,0.986187111
300,0.763568275,0.976521434,0.818114386,0.973097458,0.975673176,0.986256997
301,0.767834355,0.979323978,0.818192578,0.973815419,0.978146479,0.987423424
302,0.751495999,0.976935118,0.804402272,0.97437736,0.975779582,0.987936093
303,0.808399023,0.979402148,0.847343355,0.976688328,0.977848914,0.98849615
304,0.786314238,0.980238832,0.825812325,0.975619768,0.97895482,0.98796119
305,0.758745629,0.975463251,0.798229624,0.970560321,0.972849001,0.988384233
306,0.772088668,0.977697049,0.82124106,0.974471633,0.976085244,0.98761564
307,0.804811227,0.976107492,0.846190943,0.971934804,0.974662654,0.985804756
308,0.72284802,0.975061703,0.778219591,0.969139314,0.973122194,0.987703755
309,0.74515798,0.977383857,0.795273996,0.972255524,0.975566234,0.987155316
310,0.761400816,0.974520867,0.813024878,0.968120411,0.972337313,0.985237174
311,0.750372693,0.976797582,0.800344722,0.972098531,0.974943196,0.98579353
312,0.809694427,0.979674492,0.848349755,0.975289075,0.978464384,0.9894306
313,0.766623058,0.976458996,0.813082884,0.973761659,0.975194171,0.986442198
314,0.799502612,0.976181843,0.839766156,0.972900972,0.974564793,0.987608598
315,0.765430558,0.975928302,0.813369911,0.971536867,0.973424635,0.986270679
316,0.759889595,0.97801209,0.813992029,0.976027047,0.976828638,0.988222969
317,0.781452413,0.976651657,0.822645414,0.971463471,0.974897696,0.987552343
318,0.763959901,0.979023839,0.813935162,0.974585289,0.977658047,0.986485405
319,0.767183891,0.97856191,0.813819443,0.97505105,0.977066323,0.987034515
320,0.773970366,0.977346057,0.820671031,0.973457852,0.976412986,0.988317979
321,0.7402823,0.974153004,0.792767277,0.968488879,0.971797684,0.985443926
322,0.79113319,0.980917762,0.834698088,0.976786612,0.979417026,0.98801295
323,0.76430112,0.973884581,0.809678279,0.969932804,0.972536149,0.987694428
324,0.735646976,0.977074343,0.792330266,0.972427546,0.975176177,0.985331382
325,0.767842552,0.978381694,0.818593904,0.973065432,0.976330595,0.987648585
326,0.751563942,0.979439846,0.810257989,0.976058911,0.979044735,0.987070063
327,0.72546697,0.973943242,0.783474238,0.969742451,0.972073178,0.985976587
328,0.747211263,0.974553633,0.786704238,0.969144583,0.972343202,0.986240581
329,0.763864119,0.97782855,0.813765307,0.97261465,0.976072258,0.985726388
330,0.782897893,0.976916766,0.821324748,0.973784512,0.976102554,0.983789003
331,0.775839066,0.978943962,0.829295929,0.976217607,0.977925665,0.987760301
332,0.801083942,0.980796832,0.842834572,0.978289947,0.979751716,0.988002879
333,0.784248614,0.978421158,0.823394978,0.974141402,0.976673326,0.988111592
334,0.736776778,0.97796954,0.797775476,0.975071452,0.977250149,0.986494554
335,0.733864422,0.972877443,0.776500369,0.965271573,0.969018746,0.987166221
336,0.803570173,0.977616852,0.842241895,0.972531001,0.975455804,0.985937971
337,0.765428369,0.975522726,0.805095319,0.967787558,0.972127692,0.984942903
338,0.761580521,0.979235271,0.807358428,0.973237117,0.977198354,0.988644433
339,0.748987308,0.977409331,0.798407422,0.974164332,0.976677584,0.98495629
340,0.809299007,0.982148551,0.849567591,0.977646277,0.980278692,0.989320142
341,0.768067399,0.979198892,0.824842189,0.974516905,0.977936503,0.986488557
342,0.749277969,0.977876255,0.796558048,0.974387328,0.97702119,0.984565382
343,0.753268039,0.979434391,0.816382612,0.974279689,0.977715905,0.98821508
344,0.756332139,0.975652597,0.801312437,0.972345893,0.97406374,0.988902877
345,0.728213521,0.974506901,0.796575398,0.968737833,0.972229323,0.985501633
346,0.74101528,0.976007866,0.798250687,0.970053968,0.974025821,0.984490436
347,0.793159171,0.981967523,0.838421416,0.977697385,0.980764038,0.989346529
348,0.796733978,0.980317222,0.839668688,0.974780506,0.97796853,0.987300965
349,0.793834055,0.978311931,0.840398957,0.972397423,0.975975045,0.987896947
350,0.783349595,0.981746913,0.827358418,0.974622339,0.979234087,0.987540798
351,0.780390395,0.976066126,0.823072226,0.970666009,0.973494756,0.987650371
352,0.754334409,0.976956935,0.799590104,0.972691818,0.975372276,0.988398964
353,0.785529466,0.978485388,0.836229244,0.97544987,0.977736856,0.988327413
354,0.745972801,0.978738732,0.800479375,0.974665406,0.978206507,0.984991009
355,0.753349493,0.976413763,0.806301166,0.9724909,0.974674977,0.986494363
356,0.737716239,0.974493361,0.798541843,0.969927459,0.972511205,0.987144932
357,0.789800167,0.979310443,0.834103722,0.975607567,0.978006354,0.988645124
358,0.779932862,0.975520719,0.825720441,0.971100003,0.973204415,0.986144892
359,0.772711183,0.978783968,0.810178121,0.974367875,0.976459692,0.988919737
360,0.780413688,0.980258324,0.827516541,0.976584409,0.978456205,0.98785401
361,0.763876065,0.974715106,0.806494597,0.971508421,0.972938086,0.986936063
362,0.726370206,0.973745632,0.786068317,0.971421052,0.972731735,0.987199319
363,0.738066912,0.975955408,0.790404247,0.971823808,0.9744098,0.984747557
364,0.767690728,0.976767855,0.818684039,0.972264697,0.974604363,0.986228179
365,0.792592272,0.977944937,0.827442132,0.974296544,0.976014586,0.987970703
366,0.768666742,0.97874736,0.81042597,0.974115773,0.976973674,0.988122724
367,0.768789788,0.974607004,0.816459534,0.968157357,0.972137123,0.986298544
368,0.812562075,0.981629371,0.84619789,0.97832883,0.980000426,0.990172394
369,0.793987395,0.978470803,0.844855923,0.973351235,0.976075244,0.988023218
370,0.759987921,0.974499779,0.819495167,0.97219193,0.973387902,0.98743851
371,0.739768166,0.976902449,0.793744029,0.974430106,0.975397461,0.984984581
372,0.757985524,0.974788401,0.80559882,0.97131706,0.973547815,0.986778989
373,0.760082099,0.978292099,0.810863498,0.973182479,0.976567668,0.987677478
374,0.806195461,0.980232722,0.833355887,0.976516059,0.979191657,0.988957422
375,0.773267453,0.976869876,0.823028519,0.973390789,0.975428785,0.988017562
376,0.79268191,0.980912965,0.83288425,0.97787956,0.980232885,0.987582661
377,0.765702391,0.978566785,0.817070744,0.973388257,0.976689586,0.988388715
378,0.787790805,0.980275993,0.835409692,0.976541765,0.978623222,0.987010195
379,0.775363439,0.976678065,0.816951901,0.972434753,0.975456867,0.987095408
380,0.754772438,0.976024013,0.803595677,0.97214128,0.974625283,0.987671976
381,0.775569877,0.97679425,0.817811199,0.974132835,0.975914706,0.988866808
382,0.765625199,0.974677778,0.808891996,0.968987982,0.972119467,0.985215127
383,0.785067496,0.981114335,0.820150807,0.976914594,0.979895509,0.988471482
384,0.790293387,0.979411147,0.837249209,0.976523481,0.978227565,0.987680009
385,0.722984255,0.976219672,0.785490642,0.970781559,0.974321064,0.985759429
386,0.759726378,0.976130989,0.797724112,0.971846095,0.975319421,0.986650239
387,0.760115044,0.977252151,0.809521983,0.973404756,0.975737384,0.986356835
388,0.743542629,0.973996741,0.801625411,0.970201551,0.972635838,0.988877234
389,0.7887308,0.978240034,0.830955308,0.972108428,0.976887256,0.986730372
390,0.743960437,0.977267906,0.802702048,0.97335226,0.975883361,0.985019
391,0.805002657,0.979030781,0.84753369,0.974452373,0.976688265,0.988972686
392,0.765324675,0.979142987,0.821992957,0.974242974,0.976778758,0.987228777
393,0.716424919,0.975736748,0.785194114,0.970627853,0.974356168,0.986407377
394,0.787006574,0.979756306,0.823416345,0.974064026,0.977712444,0.987096485
395,0.774093243,0.980703155,0.815916635,0.977095665,0.97998329,0.98734525
396,0.769345567,0.97558236,0.80734508,0.971382401,0.973717344,0.986170153
397,0.775980579,0.977396281,0.820575307,0.97285657,0.97655316,0.987886244
398,0.749288206,0.974073328,0.798373618,0.969761466,0.973116513,0.985818083
399,0.741124848,0.977455232,0.794167328,0.974364319,0.976720608,0.985063592
400,0.770128888,0.978606643,0.81487993,0.974430492,0.977133059,0.986614081
401,0.786558394,0.980780292,0.829072803,0.977134239,0.978766815,0.988414965
402,0.766548111,0.976866751,0.811104407,0.97198057,0.974827215,0.986741017
403,0.792564306,0.979599429,0.838598618,0.974404768,0.977232275,0.989089868
404,0.745734027,0.974305439,0.79601447,0.967651739,0.971332779,0.98484101
405,0.779655889,0.980556458,0.826107036,0.975412299,0.978265653,0.98685659
406,0.767230266,0.974992903,0.812499136,0.972310954,0.973781683,0.986143911
407,0.761552344,0.975395001,0.811730422,0.969787414,0.972596763,0.987344739
408,0.73471363,0.977686861,0.795346566,0.974782572,0.976205424,0.98959544
409,0.75505164,0.97574995,0.800734207,0.970598997,0.973697255,0.985743548
410,0.791706878,0.976785922,0.835900746,0.971824122,0.974752324,0.987554918
411,0.79220571,0.978083801,0.831470027,0.973523295,0.97505919,0.988742992
412,0.80907826,0.980294986,0.845688762,0.976480289,0.978327119,0.985196765
413,0.763700088,0.978117644,0.81925332,0.973762357,0.975655806,0.987795171
414,0.732966153,0.975629531,0.788959447,0.973105221,0.974725803,0.986937086
415,0.730191391,0.973710024,0.787205654,0.966416738,0.972125595,0.985698905
416,0.797268946,0.976689098,0.835046024,0.972764815,0.975361101,0.986795321
417,0.783222672,0.981587198,0.825429696,0.977185807,0.980241656,0.989564326
418,0.745610971,0.978241626,0.799323325,0.974656299,0.977240552,0.986526356
419,0.765556653,0.980178676,0.80702071,0.975969367,0.977992157,0.988760752
420,0.757010158,0.976455354,0.805225461,0.970380016,0.973422882,0.986592809
421,0.772386674,0.977473213,0.813954811,0.97159076,0.974294829,0.98755758
422,0.767616702,0.977795391,0.813225149,0.97303031,0.975516461,0.987751034
423,0.756115764,0.975977331,0.811105874,0.970552153,0.974028188,0.984811713
424,0.787612338,0.97833202,0.82814409,0.974942402,0.977558129,0.987432241
425,0.718126422,0.975281597,0.783378905,0.968686496,0.972936011,0.987219567
426,0.775330209,0.976625223,0.824256962,0.971082204,0.973989063,0.987305436
427,0.782883479,0.978868112,0.833440134,0.972670393,0.97629102,0.987700257
428,0.752318855,0.977887375,0.799130388,0.975218455,0.977253906,0.986530911
429,0.782730361,0.979068383,0.825183419,0.97701363,0.977973101,0.984635626
430,0.76251419,0.974102794,0.807673036,0.969963394,0.971655142,0.986472453
431,0.757594344,0.980102517,0.806258067,0.976669199,0.978958988,0.987785258
432,0.755644969,0.976758728,0.812882106,0.972882982,0.974737361,0.988547672
433,0.788527014,0.975122626,0.822684201,0.969792625,0.972962416,0.985279545
434,0.734905946,0.974509221,0.800407909,0.969247375,0.971498465,0.986041376
435,0.762381121,0.976849079,0.818184975,0.971692878,0.974836315,0.98807938
436,0.771774002,0.977934327,0.813923787,0.974094608,0.976820801,0.98881945
437,0.766577045,0.978730616,0.820637033,0.974985249,0.976676416,0.987691875
438,0.778157502,0.976902675,0.817913362,0.97455229,0.976345414,0.988215363
439,0.781099676,0.976391735,0.827254301,0.971169342,0.974136832,0.987304635
440,0.772480663,0.976803491,0.823191153,0.972609731,0.975031206,0.986843793
441,0.732359035,0.974985135,0.791696079,0.967614035,0.972645536,0.985215089
442,0.780682582,0.975100909,0.824572427,0.970991034,0.973105864,0.985094727
443,0.766603051,0.973512134,0.812243743,0.96939152,0.971682157,0.987668806
444,0.778560484,0.978902482,0.822575677,0.974871917,0.977083815,0.986268629
445,0.743961314,0.976259527,0.80146285,0.973425933,0.975406865,0.986971187
446,0.786326389,0.977607173,0.820041957,0.973250926,0.975133506,0.986643903
447,0.766621971,0.974443182,0.819294587,0.968803161,0.972091307,0.984410557
448,0.813325993,0.982177274,0.854071417,0.978232053,0.981034809,0.988155388
449,0.765710295,0.976697885,0.811604791,0.971644381,0.974132483,0.987114209
450,0.796247248,0.978505962,0.838872516,0.974828386,0.976040739,0.988584839
451,0.741240436,0.975229117,0.798871515,0.969985096,0.973018456,0.98393388
452,0.716504911,0.976800568,0.779179519,0.970417488,0.973809782,0.986830118
453,0.785546983,0.979582711,0.829651878,0.975625349,0.977992013,0.988753095
454,0.756021365,0.979422192,0.809560048,0.974984294,0.977289624,0.988401809
455,0.783833391,0.9774606,0.831903047,0.972419917,0.975350342,0.988503417
456,0.774068927,0.977436244,0.825327764,0.97454234,0.976525976,0.987463965
457,0.801193336,0.979362821,0.840718629,0.974642494,0.977668836,0.988760539
458,0.795096965,0.978584672,0.843815307,0.976379425,0.977634925,0.986486245
459,0.756043106,0.979948842,0.811898022,0.977048667,0.9783285,0.986793641
460,0.764704952,0.977794471,0.811556846,0.972336913,0.976110639,0.987084636
461,0.728598078,0.97528666,0.786182886,0.969848018,0.973123469,0.98556667
462,0.773236851,0.976675523,0.826486996,0.973408936,0.975047687,0.988601057
463,0.764578095,0.978306583,0.808501628,0.973184091,0.975994892,0.986453425
464,0.783449459,0.977914832,0.832686767,0.973756827,0.976548927,0.98764113
465,0.75983011,0.97927127,0.817147821,0.973870743,0.9778613,0.985386793
466,0.767439892,0.975603453,0.81534346,0.971181302,0.973924024,0.98652741
467,0.769790627,0.979816815,0.823473959,0.97492875,0.977623661,0.985620377
468,0.771357542,0.975155906,0.808649912,0.971469084,0.973453365,0.987492214
469,0.744722405,0.97745364,0.795237911,0.973497012,0.97676177,0.986062276
470,0.801431314,0.978489764,0.845756888,0.975281054,0.976505269,0.98761059
471,0.770856096,0.979789781,0.82044335,0.975094389,0.978361818,0.988052943
472,0.742943001,0.978069078,0.790165063,0.973092729,0.976781831,0.986634837
473,0.797234167,0.980260579,0.833841873,0.977332967,0.979397729,0.988327506
474,0.77930542,0.977270639,0.829156565,0.972668189,0.974975955,0.986189018
475,0.755934381,0.980040826,0.806130123,0.976815934,0.978564226,0.98771722
476,0.758108461,0.975840311,0.806255714,0.971855952,0.974126876,0.987877392
477,0.784712303,0.974222771,0.826550143,0.967273369,0.971257195,0.988588722
478,0.74035449,0.97346873,0.794614144,0.96890176,0.970690093,0.98275388
479,0.765028714,0.976787996,0.810388231,0.970097662,0.973291775,0.986101241
480,0.78979713,0.979300214,0.836833375,0.972602598,0.977038741,0.988307535
481,0.788861125,0.97796375,0.82900248,0.972676688,0.97609832,0.986811835
482,0.78538465,0.979863214,0.828567415,0.976834136,0.978361971,0.985801001
483,0.736071319,0.970755991,0.783292799,0.965635533,0.967804343,0.984129865
484,0.784559075,0.977325265,0.830868181,0.973798713,0.976473617,0.987013134
485,0.781511054,0.97949864,0.827027635,0.974715668,0.977694726,0.987453156
486,0.785777295,0.979439604,0.831803141,0.974902584,0.978118828,0.986163137
487,0.797938421,0.978267928,0.8349199,0.976237579,0.978148648,0.987762828
488,0.797403372,0.976286819,0.836704607,0.973302787,0.974733534,0.987391927
489,0.746248973,0.977330748,0.806366711,0.97260939,0.975712184,0.985500661
490,0.76599279,0.978033347,0.815548796,0.974380216,0.976824175,0.98694459
491,0.724605994,0.975558217,0.781864912,0.969721053,0.973113379,0.986022271
492,0.771657575,0.9770501,0.818732708,0.973036854,0.974558912,0.985621421
493,0.77875881,0.977694224,0.824749148,0.973557981,0.975678417,0.987966741
494,0.801359343,0.978131276,0.844075564,0.973085145,0.976533108,0.987124568
495,0.762789525,0.980840089,0.817484304,0.977964611,0.980073301,0.98830033
496,0.761551639,0.974893102,0.814216272,0.971263438,0.973703774,0.98822722
497,0.778107201,0.978727541,0.824880401,0.975918473,0.977840129,0.987179173
498,0.796554382,0.980333038,0.847208115,0.977643057,0.978893031,0.988097782
499,0.766884279,0.976078657,0.810306064,0.970601533,0.973402742,0.985810947
500,0.787678312,0.978356094,0.834496706,0.975684147,0.977509329,0.988617233
501,0.761704505,0.978129428,0.813589139,0.972339595,0.974691574,0.989847191
502,0.76461276,0.978062705,0.820604784,0.974899989,0.977504128,0.985548443
503,0.744844755,0.974584236,0.804694055,0.968881796,0.971673675,0.985799432
504,0.756871729,0.976444819,0.812948403,0.971018876,0.974624705,0.986115613
505,0.76701619,0.977580851,0.813648304,0.973123246,0.97592862,0.986626503
506,0.79874748,0.981858185,0.840512784,0.978807348,0.980696978,0.988986932
507,0.749057275,0.974549712,0.796426016,0.96901573,0.972804397,0.98747684
508,0.782776554,0.978966064,0.825828316,0.974666339,0.977014422,0.987892031
509,0.781061929,0.977070243,0.831361405,0.974561301,0.976164877,0.987389628
510,0.77730811,0.975145064,0.813938668,0.970402033,0.973336702,0.987228065
511,0.758229671,0.973872655,0.804748056,0.967288258,0.970935469,0.985822527
512,0.739361361,0.975986597,0.788398188,0.970717523,0.974217735,0.986536676
513,0.740208337,0.973851673,0.79827765,0.968957828,0.971552325,0.985742625
514,0.756517465,0.9780044,0.804692779,0.974762592,0.976649282,0.988749751
515,0.765309573,0.979771749,0.80924884,0.977799318,0.978525107,0.987485659
516,0.782815606,0.979443361,0.828120643,0.974970274,0.978078356,0.985606708
517,0.785179431,0.976493741,0.834944458,0.973551045,0.975086184,0.985325623
518,0.750177994,0.975146938,0.803132557,0.972191364,0.973701354,0.98607131
519,0.778528633,0.977479769,0.819223811,0.972782801,0.975348468,0.985692697
520,0.762734928,0.978036642,0.815565573,0.973130295,0.975836392,0.988634538
521,0.756705374,0.979011998,0.80554395,0.974302954,0.977173218,0.987331372
522,0.764032782,0.974130869,0.805466785,0.969517258,0.971471909,0.986933788
523,0.774968725,0.978455326,0.818167025,0.974524687,0.976856828,0.988120967
524,0.800607138,0.979849379,0.839420715,0.976420781,0.978721497,0.987237608
525,0.788735252,0.979506348,0.839648209,0.976533924,0.977682748,0.986922731
526,0.776854725,0.977728499,0.817624653,0.97333775,0.976579473,0.988268098
527,0.772112276,0.978245634,0.817164141,0.975546024,0.977180785,0.987896842
528,0.770469011,0.975389978,0.815788655,0.969924321,0.973870678,0.986728497
529,0.754014614,0.97717253,0.801112573,0.971815555,0.975494937,0.98565954
530,0.759294569,0.978789457,0.810537318,0.975693136,0.977649154,0.987255798
531,0.785582184,0.979550006,0.830715927,0.976110722,0.978668923,0.987378945
532,0.763434982,0.976884168,0.809756802,0.972754783,0.974758253,0.987925023
