ID,loss_agwnn
1,42.3901390233791
2,43.9135535882995
3,46.1528626524845
4,47.0927428367456
5,48.1286710665268
6,48.6979973996605
7,46.5203848135852
8,56.5325011184263
9,48.7723194757696
10,50.7358007219699
11,50.8638280942997
12,51.4631008637601
13,45.1389375305565
14,48.2081626863672
15,51.7441670480012
16,41.6821733440987
17,51.2723511429306
18,57.1833868343849
19,43.9917275602861
20,55.8146012392582
21,44.7163671802859
22,47.4065167478067
23,47.7131848967388
24,44.3161330813392
25,55.5664716590088
26,50.1386757726682
27,51.4047403589192
28,48.270110575781
29,48.0523996222152
30,48.5867994283984
31,36.3157472907745
32,50.7088623442019
33,46.9291374364414
34,43.5304722915171
35,50.410479766081
36,45.5168511855834
37,47.9303770139891
38,47.570278252363
39,47.9860048288742
40,49.4423938703927
41,46.1055240788742
42,45.5663404600213
43,52.1342288992429
44,46.4585374683932
45,49.3933103542978
46,48.9789938095486
47,45.7466033786721
48,48.5507551485631
49,44.9187435796147
50,45.1372728113642
51,49.5141053240875
52,48.9471750322696
53,53.3401533124481
54,51.7759728007255
55,50.7518898787984
56,42.9915979677484
57,49.750274106001
58,56.2167764240379
59,47.1007935591157
60,56.7357070368659
61,49.6901095604605
62,44.4849354817471
63,46.8576306894103
64,44.9231956884188
65,45.7640376981556
66,53.1023194790096
67,50.293032501633
68,55.1820658274229
69,46.6174506819357
70,53.5839667152022
71,43.2766507746841
72,55.9984079800823
73,45.6098909561967
74,51.610942832415
75,47.5332931783228
76,52.5887961078596
77,43.8094024892832
78,42.4723063483741
79,49.2450615092506
80,48.301609123594
81,45.5911648315804
82,47.5450799415446
83,39.3075786978872
84,40.4373998659743
85,58.1008030731904
86,47.5706974440096
87,48.2394329048724
88,46.6060104263528
89,47.3983930851447
90,53.4561001270142
91,47.7723587320772
92,46.4542502094987
93,51.1334137300319
94,47.8364859247445
95,51.1924820288588
96,52.3702750211833
97,59.1811455587661
98,45.7235158003024
99,51.7314051665923
100,47.5482639237369
101,44.137625299728
102,47.2005361703402
103,50.4977372105407
104,51.3549719740296
105,47.3812093544836
106,45.2931189479196
107,52.3090782616256
108,47.2604501729927
109,47.0893356414665
110,56.6585997428693
111,47.5840374041198
112,47.1064877665766
113,52.8227074096158
114,46.0998760425571
115,46.8365357207889
116,56.06469648405
117,51.247053769321
118,53.2500102515796
119,46.1928546968468
120,50.1654965112868
121,48.3965130522668
122,48.2718972540996
123,46.889890654062
124,52.931015826522
125,46.3737884426871
126,43.5981500004956
127,49.957500074532
128,56.3778591822759
129,51.8079599176995
130,49.3833033414617
131,53.0743549822371
132,47.0881135727441
133,49.3952256149562
134,45.895898873852
135,48.116891539719
136,41.6638601350464
137,43.9761011428269
138,49.6000084921514
139,48.6937237713405
140,50.8640451217516
141,51.1180188184987
142,50.6852396936765
143,48.913744685101
144,47.7054044534513
145,48.2662324711833
146,53.3300747510367
147,47.3835546684336
148,48.7534371703876
149,45.2293247589867
150,48.882708224002
151,51.5007086387458
152,45.811850409176
153,51.347446142142
154,52.6242099142159
155,51.7334665874684
156,53.7261101645739
157,48.9798680006289
158,52.5831008120754
159,58.8651963872664
160,54.2499833081154
161,48.1515648564299
162,48.5281111961357
163,48.2145026827033
164,42.6510446023781
165,48.9622486645096
166,51.5630438491958
167,48.8104124756458
168,46.3071983355876
169,49.4753810028042
170,47.874372707809
171,46.1636525530974
172,56.5353608413561
173,43.5212700607295
174,48.256567759331
175,52.3782138867709
176,54.4599526784142
177,47.7644411397877
178,50.532413459465
179,50.8322590011088
180,43.7968765440591
181,46.5680852069452
182,44.504337909161
183,48.8060304505954
184,48.5645295599322
185,45.7565427480034
186,56.4725353200455
187,51.8229972694862
188,47.8694309595652
189,50.111344902579
190,45.9891802726677
191,53.2581967974994
192,45.133950304096
193,44.4856315673293
194,48.1326686617514
195,44.8894444675899
196,46.5010072293993
197,49.3434997510196
198,51.0600306357065
199,45.2790968108051
200,43.2171792476304
201,47.5923982217874
202,48.9965446215582
203,40.6264537851306
204,54.4436783293848
205,47.2682388988293
206,47.3772783865869
207,48.9967634840943
208,48.0099583985368
209,52.0823705635238
210,45.5585482408295
211,50.5576148821443
212,47.5672403496714
213,56.0605718141682
214,45.841224146573
215,52.416438465796
216,42.9383512152667
217,46.9571324761448
218,49.1366086629972
219,50.73898652506
220,47.3360144295737
221,51.3475370805057
222,40.7513235372242
223,42.670973910497
224,49.3022043105861
225,52.4003252599073
226,43.3992032420314
227,46.39973318055
228,50.6740790192924
229,42.6535963707404
230,52.8394538043736
231,46.9013677778861
232,37.9890212067973
233,49.3604618373062
234,43.2664728188545
235,47.2415519880837
236,42.4342296613354
237,51.6945641145934
238,50.2197570042051
239,39.8730609129374
240,57.305475429418
241,47.2878771553138
242,46.3399857460296
243,45.5955621736036
244,50.5220546711599
245,42.6679464032852
246,49.3815477321927
247,50.1467752784658
248,56.3854682252514
249,52.3688167189126
250,53.7447113333241
251,50.7649534079374
252,49.166736661907
253,45.0031958896949
254,41.8091939530236
255,50.327003138523
256,42.7927218628307
257,47.8533635046063
258,47.5701460297341
259,47.6702483138449
260,49.5169069726044
261,44.5602127333023
262,53.0266131807825
263,56.9129540954537
264,47.8609259368029
265,54.2164390609299
266,44.0966156456747
267,44.6467556740085
268,44.6704743051069
269,51.9610108524554
270,58.7996015910244
271,59.9692226341089
